fecha,casa,compra,venta
2013-03-31,blue,8,8
2013-04-01,blue,8,8
2013-04-02,blue,8,8
2013-04-03,blue,8,8
2013-04-04,blue,8,8
2013-04-05,blue,8,8
2013-04-06,blue,8,8
2013-04-07,blue,8,8
2013-04-08,blue,8,8
2013-04-09,blue,8,8
2013-04-10,blue,8,8
2013-04-11,blue,8,8
2013-04-12,blue,8,8
2013-04-13,blue,8,8
2013-04-14,blue,8,8
2013-04-15,blue,8,8
2013-04-16,blue,9,8
2013-04-17,blue,9,9
2013-04-18,blue,9,9
2013-04-19,blue,9,9
2013-04-20,blue,9,9
2013-04-21,blue,9,9
2013-04-22,blue,9,9
2013-04-23,blue,9,9
2013-04-24,blue,9,9
2013-04-25,blue,9,9
2013-04-26,blue,9,9
2013-04-27,blue,9,9
2013-04-28,blue,9,9
2013-04-29,blue,9,9
2013-04-30,blue,9,9
2013-05-01,blue,9,9
2013-05-02,blue,10,10
2013-05-03,blue,10,10
2013-05-04,blue,10,10
2013-05-05,blue,10,10
2013-05-06,blue,10,10
2013-05-07,blue,10,10
2013-05-08,blue,10,10
2013-05-09,blue,10,10
2013-05-10,blue,10,10
2013-05-11,blue,10,10
2013-05-12,blue,10,10
2013-05-13,blue,10,10
2013-05-14,blue,9,9
2013-05-15,blue,9,9
2013-05-16,blue,9,9
2013-05-17,blue,9,9
2013-05-18,blue,9,9
2013-05-19,blue,9,9
2013-05-20,blue,9,9
2013-05-21,blue,9,8
2013-05-22,blue,8,8
2013-05-23,blue,9,9
2013-05-24,blue,9,9
2013-05-25,blue,9,9
2013-05-26,blue,9,9
2013-05-27,blue,9,9
2013-05-28,blue,9,9
2013-05-29,blue,9,9
2013-05-30,blue,9,9
2013-05-31,blue,9,9
2013-06-01,blue,9,9
2013-06-02,blue,9,9
2013-06-03,blue,9,8
2013-06-04,blue,8,8
2013-06-05,blue,9,8
2013-06-06,blue,9,8
2013-06-07,blue,9,8
2013-06-08,blue,9,8
2013-06-09,blue,9,8
2013-06-10,blue,9,8
2013-06-11,blue,9,8
2013-06-12,blue,9,8
2013-06-13,blue,9,8
2013-06-14,blue,9,8
2013-06-15,blue,9,8
2013-06-16,blue,9,8
2013-06-17,blue,9,8
2013-06-18,blue,9,8
2013-06-19,blue,9,8
2013-06-20,blue,9,8
2013-06-21,blue,9,8
2013-06-22,blue,9,8
2013-06-23,blue,9,8
2013-06-24,blue,8,8
2013-06-25,blue,8,8
2013-06-26,blue,8,8
2013-06-27,blue,8,8
2013-06-28,blue,8,8
2013-06-29,blue,8,8
2013-06-30,blue,8,8
2013-07-01,blue,8,8
2013-07-02,blue,8,8
2013-07-03,blue,8,8
2013-07-04,blue,8,8
2013-07-05,blue,8,8
2013-07-06,blue,8,8
2013-07-07,blue,8,8
2013-07-08,blue,8,8
2013-07-09,blue,8,8
2013-07-10,blue,8,8
2013-07-11,blue,8,8
2013-07-12,blue,8,8
2013-07-13,blue,8,8
2013-07-14,blue,8,8
2013-07-15,blue,9,8
2013-07-16,blue,9,9
2013-07-17,blue,9,9
2013-07-18,blue,9,9
2013-07-19,blue,9,9
2013-07-20,blue,9,9
2013-07-21,blue,9,9
2013-07-22,blue,9,9
2013-07-23,blue,9,9
2013-07-24,blue,9,9
2013-07-25,blue,9,9
2013-07-26,blue,9,9
2013-07-27,blue,9,9
2013-07-28,blue,9,9
2013-07-29,blue,9,9
2013-07-30,blue,9,9
2013-07-31,blue,9,9
2013-08-01,blue,9,9
2013-08-02,blue,9,9
2013-08-03,blue,9,9
2013-08-04,blue,9,9
2013-08-05,blue,9,8
2013-08-06,blue,9,8
2013-08-07,blue,9,8
2013-08-08,blue,9,9
2013-08-09,blue,9,9
2013-08-10,blue,9,9
2013-08-11,blue,9,9
2013-08-12,blue,9,9
2013-08-13,blue,9,9
2013-08-14,blue,9,9
2013-08-15,blue,9,9
2013-08-16,blue,9,9
2013-08-17,blue,9,9
2013-08-18,blue,9,9
2013-08-19,blue,9,9
2013-08-20,blue,9,9
2013-08-21,blue,9,9
2013-08-22,blue,9,9
2013-08-23,blue,9,9
2013-08-24,blue,9,9
2013-08-25,blue,9,9
2013-08-26,blue,9,9
2013-08-27,blue,10,9
2013-08-28,blue,10,9
2013-08-29,blue,10,9
2013-08-30,blue,10,9
2013-08-31,blue,10,9
2013-09-01,blue,10,9
2013-09-02,blue,9,9
2013-09-03,blue,9,9
2013-09-04,blue,9,9
2013-09-05,blue,9,9
2013-09-06,blue,9,9
2013-09-07,blue,9,9
2013-09-08,blue,9,9
2013-09-09,blue,9,9
2013-09-10,blue,9,9
2013-09-11,blue,9,9
2013-09-12,blue,9,9
2013-09-13,blue,9,9
2013-09-14,blue,9,9
2013-09-15,blue,9,9
2013-09-16,blue,9,9
2013-09-17,blue,9,9
2013-09-18,blue,9,9
2013-09-19,blue,9,9
2013-09-20,blue,9,9
2013-09-21,blue,9,9
