fecha,casa,compra,venta
2016-07-07,contadoconliqui,14.95,14.95
2016-07-08,contadoconliqui,14.95,14.95
2016-07-09,contadoconliqui,14.95,14.95
2016-07-11,contadoconliqui,14.89,14.89
2016-07-12,contadoconliqui,14.79,14.79
2016-07-13,contadoconliqui,14.68,14.68
2016-07-14,contadoconliqui,14.72,14.72
2016-07-15,contadoconliqui,14.83,14.83
2016-07-16,contadoconliqui,14.83,14.83
2016-07-17,contadoconliqui,14.83,14.83
2016-07-18,contadoconliqui,15.03,15.03
2016-07-19,contadoconliqui,15.27,15.27
2016-07-20,contadoconliqui,15.17,15.17
2016-07-21,contadoconliqui,15.18,15.18
2016-07-22,contadoconliqui,15.16,15.16
2016-07-23,contadoconliqui,15.16,15.16
2016-07-24,contadoconliqui,15.16,15.16
2016-07-25,contadoconliqui,15.06,15.06
2016-07-26,contadoconliqui,15.07,15.07
2016-07-27,contadoconliqui,15.03,15.03
2016-07-28,contadoconliqui,15.1,15.1
2016-07-29,contadoconliqui,15.11,15.11
2016-07-30,contadoconliqui,15.11,15.11
2016-07-31,contadoconliqui,15.11,15.11
2016-08-01,contadoconliqui,15.08,15.08
2016-08-02,contadoconliqui,15.03,15.03
2016-08-03,contadoconliqui,14.93,14.93
2016-08-04,contadoconliqui,14.96,14.96
2016-08-05,contadoconliqui,15.04,15.04
2016-08-06,contadoconliqui,15.04,15.04
2016-08-07,contadoconliqui,15.04,15.04
2016-08-08,contadoconliqui,14.97,14.97
2016-08-09,contadoconliqui,14.85,14.85
2016-08-10,contadoconliqui,14.85,14.85
2016-08-11,contadoconliqui,14.85,14.85
2016-08-12,contadoconliqui,14.77,14.77
2016-08-13,contadoconliqui,14.77,14.77
2016-08-14,contadoconliqui,14.77,14.77
2016-08-16,contadoconliqui,14.77,14.77
2016-08-17,contadoconliqui,14.76,14.76
2016-08-18,contadoconliqui,14.83,14.83
2016-08-19,contadoconliqui,14.95,14.95
2016-08-20,contadoconliqui,14.95,14.95
2016-08-21,contadoconliqui,14.95,14.95
2016-08-22,contadoconliqui,14.93,14.93
2016-08-23,contadoconliqui,14.88,14.88
2016-08-24,contadoconliqui,14.87,14.87
2016-08-25,contadoconliqui,14.91,14.91
2016-08-26,contadoconliqui,14.99,14.99
2016-08-27,contadoconliqui,14.99,14.99
2016-08-28,contadoconliqui,14.99,14.99
2016-08-29,contadoconliqui,15.05,15.05
2016-08-30,contadoconliqui,15.2,15.2
2016-08-31,contadoconliqui,15.1,15.1
2016-09-01,contadoconliqui,14.99,14.99
2016-09-02,contadoconliqui,14.95,14.95
2016-09-03,contadoconliqui,14.95,14.95
2016-09-04,contadoconliqui,14.95,14.95
2016-09-06,contadoconliqui,15.06,15.06
2016-09-07,contadoconliqui,15.08,15.08
2016-09-08,contadoconliqui,15.13,15.13
2016-09-09,contadoconliqui,15.04,15.04
2016-09-10,contadoconliqui,15.04,15.04
2016-09-11,contadoconliqui,15.04,15.04
2016-09-12,contadoconliqui,15.01,15.01
2016-09-13,contadoconliqui,15.04,15.04
2016-09-14,contadoconliqui,15.06,15.06
2016-09-15,contadoconliqui,15.1,15.1
2016-09-16,contadoconliqui,15.1,15.1
2016-09-17,contadoconliqui,15.1,15.1
2016-09-18,contadoconliqui,15.1,15.1
2016-09-19,contadoconliqui,15.17,15.17
2016-09-20,contadoconliqui,15.26,15.26
2016-09-21,contadoconliqui,15.24,15.24
2016-09-22,contadoconliqui,15.24,15.24
2016-09-23,contadoconliqui,15.23,15.23
2016-09-24,contadoconliqui,15.23,15.23
2016-09-25,contadoconliqui,15.23,15.23
2016-09-26,contadoconliqui,15.2,15.2
2016-09-27,contadoconliqui,15.22,15.22
2016-09-28,contadoconliqui,15.35,15.35
2016-09-29,contadoconliqui,15.41,15.41
2016-09-30,contadoconliqui,15.39,15.39
2016-10-01,contadoconliqui,15.39,15.39
2016-10-02,contadoconliqui,15.39,15.39
2016-10-03,contadoconliqui,15.28,15.28
2016-10-04,contadoconliqui,15.22,15.22
2016-10-05,contadoconliqui,15.24,15.24
2016-10-06,contadoconliqui,15.24,15.24
2016-10-07,contadoconliqui,15.26,15.26
2016-10-08,contadoconliqui,15.26,15.26
2016-10-09,contadoconliqui,15.26,15.26
2016-10-11,contadoconliqui,15.28,15.28
2016-10-12,contadoconliqui,15.26,15.26
2016-10-13,contadoconliqui,15.2,15.2
2016-10-14,contadoconliqui,15.21,15.21
2016-10-15,contadoconliqui,15.21,15.21
2016-10-16,contadoconliqui,15.21,15.21
2016-10-17,contadoconliqui,15.16,15.16
2016-10-18,contadoconliqui,15.25,15.25
2016-10-19,contadoconliqui,15.25,15.25
2016-10-20,contadoconliqui,15.28,15.28
2016-10-21,contadoconliqui,15.26,15.26
2016-10-22,contadoconliqui,15.26,15.26
2016-10-23,contadoconliqui,15.26,15.26
2016-10-24,contadoconliqui,15.22,15.22
2016-10-25,contadoconliqui,15.2,15.2
2016-10-26,contadoconliqui,15.26,15.26
2016-10-27,contadoconliqui,15.26,15.26
2016-10-28,contadoconliqui,15.24,15.24
2016-10-29,contadoconliqui,15.24,15.24
2016-10-30,contadoconliqui,15.24,15.24
2016-10-31,contadoconliqui,15.29,15.29
2016-11-01,contadoconliqui,15.23,15.23
2016-11-02,contadoconliqui,15.16,15.16
2016-11-03,contadoconliqui,15.19,15.19
2016-11-04,contadoconliqui,15.17,15.17
2016-11-05,contadoconliqui,15.17,15.17
2016-11-06,contadoconliqui,15.17,15.17
2016-11-07,contadoconliqui,15.13,15.13
2016-11-08,contadoconliqui,15.16,15.16
2016-11-09,contadoconliqui,15.05,15.05
2016-11-10,contadoconliqui,15.02,15.02
2016-11-11,contadoconliqui,15.1,15.1
2016-11-12,contadoconliqui,15.1,15.1
2016-11-13,contadoconliqui,15.1,15.1
2016-11-14,contadoconliqui,15.47,15.47
2016-11-15,contadoconliqui,15.77,15.77
2016-11-16,contadoconliqui,15.61,15.61
2016-11-17,contadoconliqui,15.65,15.65
2016-11-18,contadoconliqui,15.62,15.62
2016-11-19,contadoconliqui,15.62,15.62
2016-11-20,contadoconliqui,15.62,15.62
2016-11-21,contadoconliqui,15.6,15.6
2016-11-22,contadoconliqui,15.53,15.53
2016-11-23,contadoconliqui,15.58,15.58
2016-11-24,contadoconliqui,15.58,15.58
2016-11-25,contadoconliqui,15.58,15.58
2016-11-29,contadoconliqui,15.65,15.65
2016-11-30,contadoconliqui,15.79,15.79
2016-12-01,contadoconliqui,15.96,15.96
2016-12-02,contadoconliqui,15.86,15.86
2016-12-03,contadoconliqui,15.86,15.86
2016-12-04,contadoconliqui,15.86,15.86
2016-12-05,contadoconliqui,16.02,16.02
2016-12-06,contadoconliqui,16.07,16.07
2016-12-07,contadoconliqui,15.98,15.98
2016-12-08,contadoconliqui,15.98,15.98
2016-12-09,contadoconliqui,15.98,15.98
2016-12-12,contadoconliqui,16.07,16.07
2016-12-13,contadoconliqui,16.12,16.12
2016-12-14,contadoconliqui,16.09,16.09
2016-12-15,contadoconliqui,16.06,16.06
2016-12-16,contadoconliqui,16.05,16.05
2016-12-17,contadoconliqui,16.05,16.05
2016-12-18,contadoconliqui,16.05,16.05
2016-12-19,contadoconliqui,16.09,16.09
2016-12-20,contadoconliqui,15.98,15.98
2016-12-21,contadoconliqui,15.96,15.96
2016-12-22,contadoconliqui,16.01,16.01
2016-12-23,contadoconliqui,15.87,15.87
2016-12-24,contadoconliqui,15.87,15.87
2016-12-25,contadoconliqui,15.87,15.87
2016-12-27,contadoconliqui,15.71,15.71
2016-12-28,contadoconliqui,15.73,15.73
2016-12-29,contadoconliqui,15.87,15.87
2016-12-30,contadoconliqui,15.87,15.87
2016-12-31,contadoconliqui,15.87,15.87
2017-01-03,contadoconliqui,16.09,16.09
2017-01-04,contadoconliqui,16.02,16.02
2017-01-05,contadoconliqui,16.03,16.03
2017-01-06,contadoconliqui,16.06,16.06
2017-01-07,contadoconliqui,16.06,16.06
2017-01-08,contadoconliqui,16.06,16.06
2017-01-09,contadoconliqui,15.91,15.91
2017-01-10,contadoconliqui,16.0,16.0
2017-01-11,contadoconliqui,15.89,15.89
2017-01-12,contadoconliqui,15.82,15.82
2017-01-13,contadoconliqui,15.84,15.84
2017-01-14,contadoconliqui,15.84,15.84
2017-01-15,contadoconliqui,15.84,15.84
2017-01-17,contadoconliqui,15.92,15.92
2017-01-18,contadoconliqui,16.02,16.02
2017-01-19,contadoconliqui,16.0,16.0
2017-01-20,contadoconliqui,15.96,15.96
2017-01-21,contadoconliqui,15.96,15.96
2017-01-22,contadoconliqui,15.96,15.96
2017-01-23,contadoconliqui,15.97,15.97
2017-01-24,contadoconliqui,15.93,15.93
2017-01-25,contadoconliqui,15.96,15.96
2017-01-26,contadoconliqui,16.0,16.0
2017-01-27,contadoconliqui,16.0,16.0
2017-01-28,contadoconliqui,16.0,16.0
2017-01-29,contadoconliqui,16.0,16.0
2017-01-30,contadoconliqui,16.01,16.01
2017-01-31,contadoconliqui,16.01,16.01
2017-02-01,contadoconliqui,15.96,15.96
2017-02-02,contadoconliqui,15.85,15.85
2017-02-03,contadoconliqui,15.84,15.84
2017-02-04,contadoconliqui,15.84,15.84
2017-02-05,contadoconliqui,15.84,15.84
2017-02-06,contadoconliqui,15.73,15.73
2017-02-07,contadoconliqui,15.79,15.79
2017-02-08,contadoconliqui,15.74,15.74
2017-02-09,contadoconliqui,15.73,15.73
2017-02-10,contadoconliqui,15.63,15.63
2017-02-11,contadoconliqui,15.63,15.63
2017-02-12,contadoconliqui,15.63,15.63
2017-02-13,contadoconliqui,15.6,15.6
2017-02-14,contadoconliqui,15.57,15.57
2017-02-15,contadoconliqui,15.56,15.56
2017-02-16,contadoconliqui,15.48,15.48
2017-02-17,contadoconliqui,15.49,15.49
2017-02-18,contadoconliqui,15.49,15.49
2017-02-19,contadoconliqui,15.49,15.49
2017-02-21,contadoconliqui,15.73,15.73
2017-02-22,contadoconliqui,15.68,15.68
2017-02-23,contadoconliqui,15.68,15.68
2017-02-24,contadoconliqui,15.62,15.62
2017-02-25,contadoconliqui,15.62,15.62
2017-02-26,contadoconliqui,15.62,15.62
2017-03-01,contadoconliqui,15.59,15.59
2017-03-02,contadoconliqui,15.53,15.53
2017-03-03,contadoconliqui,15.53,15.53
2017-03-04,contadoconliqui,15.53,15.53
2017-03-05,contadoconliqui,15.53,15.53
2017-03-06,contadoconliqui,15.58,15.58
2017-03-07,contadoconliqui,15.53,15.53
2017-03-08,contadoconliqui,15.64,15.64
2017-03-09,contadoconliqui,15.69,15.69
2017-03-10,contadoconliqui,15.62,15.62
2017-03-11,contadoconliqui,15.62,15.62
2017-03-12,contadoconliqui,15.62,15.62
2017-03-13,contadoconliqui,15.57,15.57
2017-03-14,contadoconliqui,15.53,15.53
2017-03-15,contadoconliqui,15.56,15.56
2017-03-16,contadoconliqui,15.63,15.63
2017-03-17,contadoconliqui,15.59,15.59
2017-03-18,contadoconliqui,15.59,15.59
2017-03-19,contadoconliqui,15.59,15.59
2017-03-20,contadoconliqui,15.57,15.57
2017-03-21,contadoconliqui,15.67,15.67
2017-03-22,contadoconliqui,15.63,15.63
2017-03-23,contadoconliqui,15.62,15.62
2017-03-24,contadoconliqui,15.62,15.62
2017-03-25,contadoconliqui,15.62,15.62
2017-03-27,contadoconliqui,15.61,15.61
2017-03-28,contadoconliqui,15.63,15.63
2017-03-29,contadoconliqui,15.59,15.59
2017-03-30,contadoconliqui,15.5,15.5
2017-03-31,contadoconliqui,15.49,15.49
2017-04-01,contadoconliqui,15.49,15.49
2017-04-02,contadoconliqui,15.49,15.49
2017-04-03,contadoconliqui,15.51,15.51
2017-04-04,contadoconliqui,15.49,15.49
2017-04-05,contadoconliqui,15.49,15.49
2017-04-06,contadoconliqui,15.48,15.48
2017-04-07,contadoconliqui,15.51,15.51
2017-04-08,contadoconliqui,15.51,15.51
2017-04-09,contadoconliqui,15.51,15.51
2017-04-10,contadoconliqui,15.46,15.46
2017-04-11,contadoconliqui,15.43,15.43
2017-04-12,contadoconliqui,15.48,15.48
2017-04-13,contadoconliqui,15.48,15.48
2017-04-14,contadoconliqui,15.48,15.48
2017-04-17,contadoconliqui,15.48,15.48
2017-04-18,contadoconliqui,15.48,15.48
2017-04-19,contadoconliqui,15.65,15.65
2017-04-20,contadoconliqui,15.76,15.76
2017-04-21,contadoconliqui,15.47,15.47
2017-04-22,contadoconliqui,15.47,15.47
2017-04-23,contadoconliqui,15.47,15.47
2017-04-24,contadoconliqui,15.53,15.53
2017-04-25,contadoconliqui,15.47,15.47
2017-04-26,contadoconliqui,15.43,15.43
2017-04-27,contadoconliqui,15.51,15.51
2017-04-28,contadoconliqui,15.48,15.48
2017-04-29,contadoconliqui,15.48,15.48
2017-04-30,contadoconliqui,15.48,15.48
2017-05-02,contadoconliqui,15.45,15.45
2017-05-03,contadoconliqui,15.32,15.32
2017-05-04,contadoconliqui,15.35,15.35
2017-05-05,contadoconliqui,15.39,15.39
2017-05-06,contadoconliqui,15.39,15.39
2017-05-07,contadoconliqui,15.39,15.39
2017-05-08,contadoconliqui,15.34,15.34
2017-05-09,contadoconliqui,15.46,15.46
2017-05-10,contadoconliqui,15.56,15.56
2017-05-11,contadoconliqui,15.5,15.5
2017-05-12,contadoconliqui,15.5,15.5
2017-05-13,contadoconliqui,15.5,15.5
2017-05-14,contadoconliqui,15.5,15.5
2017-05-15,contadoconliqui,15.53,15.53
2017-05-16,contadoconliqui,15.59,15.59
2017-05-17,contadoconliqui,15.63,15.63
2017-05-18,contadoconliqui,15.67,15.67
2017-05-19,contadoconliqui,15.9,15.9
2017-05-20,contadoconliqui,15.9,15.9
2017-05-21,contadoconliqui,15.9,15.9
2017-05-22,contadoconliqui,15.92,15.92
2017-05-23,contadoconliqui,16.21,16.21
2017-05-24,contadoconliqui,16.2,16.2
2017-05-25,contadoconliqui,16.2,16.2
2017-05-26,contadoconliqui,16.22,16.22
2017-05-27,contadoconliqui,16.22,16.22
2017-05-28,contadoconliqui,16.22,16.22
2017-05-30,contadoconliqui,16.09,16.09
2017-05-31,contadoconliqui,16.22,16.22
2017-06-01,contadoconliqui,16.2,16.2
2017-06-02,contadoconliqui,16.1,16.1
2017-06-03,contadoconliqui,16.1,16.1
2017-06-04,contadoconliqui,16.1,16.1
2017-06-05,contadoconliqui,16.11,16.11
2017-06-06,contadoconliqui,16.11,16.11
2017-06-07,contadoconliqui,16.15,16.15
2017-06-08,contadoconliqui,16.1,16.1
2017-06-09,contadoconliqui,15.97,15.97
2017-06-10,contadoconliqui,15.97,15.97
2017-06-11,contadoconliqui,15.97,15.97
2017-06-12,contadoconliqui,15.9,15.9
2017-06-13,contadoconliqui,15.9,15.9
2017-06-14,contadoconliqui,15.87,15.87
2017-06-15,contadoconliqui,15.94,15.94
2017-06-16,contadoconliqui,16.0,16.0
2017-06-17,contadoconliqui,16.0,16.0
2017-06-18,contadoconliqui,16.0,16.0
2017-06-19,contadoconliqui,16.07,16.07
2017-06-20,contadoconliqui,16.07,16.07
2017-06-21,contadoconliqui,16.13,16.13
2017-06-22,contadoconliqui,16.16,16.16
2017-06-23,contadoconliqui,16.15,16.15
2017-06-24,contadoconliqui,16.15,16.15
2017-06-25,contadoconliqui,16.15,16.15
2017-06-26,contadoconliqui,16.25,16.25
2017-06-27,contadoconliqui,16.37,16.37
2017-06-28,contadoconliqui,16.32,16.32
2017-06-29,contadoconliqui,16.41,16.41
2017-06-30,contadoconliqui,16.45,16.45
2017-07-01,contadoconliqui,16.45,16.45
2017-07-02,contadoconliqui,16.45,16.45
2017-07-03,contadoconliqui,16.64,16.64
2017-07-04,contadoconliqui,16.64,16.64
2017-07-05,contadoconliqui,16.84,16.84
2017-07-06,contadoconliqui,17.09,17.09
2017-07-07,contadoconliqui,16.96,16.96
2017-07-08,contadoconliqui,16.96,16.96
2017-07-09,contadoconliqui,16.96,16.96
2017-07-10,contadoconliqui,16.94,16.94
2017-07-11,contadoconliqui,17.02,17.02
2017-07-12,contadoconliqui,17.14,17.14
2017-07-13,contadoconliqui,17.11,17.11
2017-07-14,contadoconliqui,17.09,17.09
2017-07-15,contadoconliqui,17.09,17.09
2017-07-16,contadoconliqui,17.09,17.09
2017-07-17,contadoconliqui,16.96,16.96
2017-07-18,contadoconliqui,17.0,17.0
2017-07-19,contadoconliqui,17.21,17.21
2017-07-20,contadoconliqui,17.22,17.22
2017-07-21,contadoconliqui,17.32,17.32
2017-07-22,contadoconliqui,17.32,17.32
2017-07-23,contadoconliqui,17.32,17.32
2017-07-24,contadoconliqui,17.55,17.55
2017-07-25,contadoconliqui,17.56,17.56
2017-07-26,contadoconliqui,17.59,17.59
2017-07-27,contadoconliqui,17.54,17.54
2017-07-28,contadoconliqui,17.81,17.81
2017-07-29,contadoconliqui,17.81,17.81
2017-07-30,contadoconliqui,17.81,17.81
2017-07-31,contadoconliqui,17.87,17.87
2017-08-01,contadoconliqui,17.72,17.72
2017-08-02,contadoconliqui,17.72,17.72
2017-08-03,contadoconliqui,17.64,17.64
2017-08-04,contadoconliqui,17.72,17.72
2017-08-05,contadoconliqui,17.72,17.72
2017-08-06,contadoconliqui,17.72,17.72
2017-08-07,contadoconliqui,17.71,17.71
2017-08-08,contadoconliqui,17.8,17.8
2017-08-09,contadoconliqui,17.83,17.83
2017-08-10,contadoconliqui,17.81,17.81
2017-08-11,contadoconliqui,17.78,17.78
2017-08-12,contadoconliqui,17.78,17.78
2017-08-13,contadoconliqui,17.78,17.78
2017-08-14,contadoconliqui,17.91,17.91
2017-08-15,contadoconliqui,17.21,17.21
2017-08-16,contadoconliqui,17.12,17.12
2017-08-17,contadoconliqui,17.26,17.26
2017-08-18,contadoconliqui,17.35,17.35
2017-08-19,contadoconliqui,17.35,17.35
2017-08-20,contadoconliqui,17.35,17.35
2017-08-22,contadoconliqui,17.3,17.3
2017-08-23,contadoconliqui,17.25,17.25
2017-08-24,contadoconliqui,17.37,17.37
2017-08-25,contadoconliqui,17.24,17.24
2017-08-26,contadoconliqui,17.24,17.24
2017-08-27,contadoconliqui,17.24,17.24
2017-08-28,contadoconliqui,17.24,17.24
2017-08-29,contadoconliqui,17.25,17.25
2017-08-30,contadoconliqui,17.39,17.39
2017-08-31,contadoconliqui,17.5,17.5
2017-09-01,contadoconliqui,17.4,17.4
2017-09-02,contadoconliqui,17.4,17.4
2017-09-03,contadoconliqui,17.4,17.4
2017-09-05,contadoconliqui,17.32,17.32
2017-09-06,contadoconliqui,17.34,17.34
2017-09-07,contadoconliqui,17.27,17.27
2017-09-08,contadoconliqui,17.25,17.25
2017-09-09,contadoconliqui,17.25,17.25
2017-09-10,contadoconliqui,17.25,17.25
2017-09-11,contadoconliqui,17.22,17.22
2017-09-12,contadoconliqui,17.2,17.2
2017-09-13,contadoconliqui,17.1,17.1
2017-09-14,contadoconliqui,17.12,17.12
2017-09-15,contadoconliqui,17.02,17.02
2017-09-16,contadoconliqui,17.02,17.02
2017-09-17,contadoconliqui,17.02,17.02
2017-09-18,contadoconliqui,17.04,17.04
2017-09-19,contadoconliqui,17.19,17.19
2017-09-20,contadoconliqui,17.19,17.19
2017-09-21,contadoconliqui,17.26,17.26
2017-09-22,contadoconliqui,17.33,17.33
2017-09-23,contadoconliqui,17.33,17.33
2017-09-24,contadoconliqui,17.33,17.33
2017-09-25,contadoconliqui,17.39,17.39
2017-09-26,contadoconliqui,17.55,17.55
2017-09-27,contadoconliqui,17.58,17.58
2017-09-28,contadoconliqui,17.57,17.57
2017-09-29,contadoconliqui,17.6,17.6
2017-09-30,contadoconliqui,17.6,17.6
2017-10-01,contadoconliqui,17.6,17.6
2017-10-02,contadoconliqui,17.41,17.41
2017-10-03,contadoconliqui,17.45,17.45
2017-10-04,contadoconliqui,17.53,17.53
2017-10-05,contadoconliqui,17.44,17.44
2017-10-06,contadoconliqui,17.44,17.44
2017-10-07,contadoconliqui,17.44,17.44
2017-10-08,contadoconliqui,17.44,17.44
2017-10-09,contadoconliqui,17.5,17.5
2017-10-10,contadoconliqui,17.55,17.55
2017-10-11,contadoconliqui,17.51,17.51
2017-10-12,contadoconliqui,17.54,17.54
2017-10-13,contadoconliqui,17.51,17.51
2017-10-14,contadoconliqui,17.51,17.51
2017-10-15,contadoconliqui,17.51,17.51
2017-10-17,contadoconliqui,17.55,17.55
2017-10-18,contadoconliqui,17.49,17.49
2017-10-19,contadoconliqui,17.38,17.38
2017-10-20,contadoconliqui,17.45,17.45
2017-10-21,contadoconliqui,17.45,17.45
2017-10-22,contadoconliqui,17.45,17.45
2017-10-23,contadoconliqui,17.49,17.49
2017-10-24,contadoconliqui,17.49,17.49
2017-10-25,contadoconliqui,17.48,17.48
2017-10-26,contadoconliqui,17.45,17.45
2017-10-27,contadoconliqui,17.73,17.73
2017-10-28,contadoconliqui,17.73,17.73
2017-10-29,contadoconliqui,17.73,17.73
2017-10-30,contadoconliqui,17.63,17.63
2017-10-31,contadoconliqui,17.73,17.73
2017-11-01,contadoconliqui,17.7,17.7
2017-11-02,contadoconliqui,17.6,17.6
2017-11-03,contadoconliqui,17.52,17.52
2017-11-04,contadoconliqui,17.52,17.52
2017-11-05,contadoconliqui,17.52,17.52
2017-11-07,contadoconliqui,17.67,17.67
2017-11-08,contadoconliqui,17.6,17.6
2017-11-09,contadoconliqui,17.53,17.53
2017-11-10,contadoconliqui,17.49,17.49
2017-11-11,contadoconliqui,17.49,17.49
2017-11-12,contadoconliqui,17.49,17.49
2017-11-13,contadoconliqui,17.4,17.4
2017-11-14,contadoconliqui,17.54,17.54
2017-11-15,contadoconliqui,17.51,17.51
2017-11-16,contadoconliqui,17.51,17.51
2017-11-17,contadoconliqui,17.51,17.51
2017-11-18,contadoconliqui,17.51,17.51
2017-11-19,contadoconliqui,17.51,17.51
2017-11-20,contadoconliqui,17.51,17.51
2017-11-21,contadoconliqui,17.51,17.51
2017-11-22,contadoconliqui,17.51,17.51
2017-11-23,contadoconliqui,17.51,17.51
2017-11-24,contadoconliqui,17.51,17.51
2017-11-25,contadoconliqui,17.51,17.51
2017-11-26,contadoconliqui,17.51,17.51
2017-11-27,contadoconliqui,17.51,17.51
2017-11-28,contadoconliqui,17.51,17.51
2017-11-29,contadoconliqui,17.51,17.51
2017-11-30,contadoconliqui,17.51,17.51
2017-12-01,contadoconliqui,17.51,17.51
2017-12-02,contadoconliqui,17.51,17.51
2017-12-03,contadoconliqui,17.51,17.51
2017-12-04,contadoconliqui,17.51,17.51
2017-12-05,contadoconliqui,17.51,17.51
2017-12-06,contadoconliqui,17.51,17.51
2017-12-07,contadoconliqui,17.51,17.51
2017-12-08,contadoconliqui,17.51,17.51
2017-12-09,contadoconliqui,17.51,17.51
2017-12-11,contadoconliqui,17.32,17.32
2017-12-12,contadoconliqui,17.29,17.29
2017-12-13,contadoconliqui,17.29,17.29
2017-12-14,contadoconliqui,17.38,17.38
2017-12-15,contadoconliqui,17.52,17.52
2017-12-16,contadoconliqui,17.52,17.52
2017-12-17,contadoconliqui,17.52,17.52
2017-12-18,contadoconliqui,17.72,17.72
2017-12-19,contadoconliqui,17.76,17.76
2017-12-20,contadoconliqui,17.84,17.84
2017-12-21,contadoconliqui,17.78,17.78
2017-12-22,contadoconliqui,17.97,17.97
2017-12-23,contadoconliqui,17.97,17.97
2017-12-24,contadoconliqui,17.97,17.97
2017-12-26,contadoconliqui,18.06,18.06
2017-12-27,contadoconliqui,18.31,18.31
2017-12-28,contadoconliqui,18.38,18.38
2017-12-29,contadoconliqui,18.93,18.93
2017-12-30,contadoconliqui,18.93,18.93
2017-12-31,contadoconliqui,18.93,18.93
2018-01-02,contadoconliqui,18.72,18.72
2018-01-03,contadoconliqui,18.38,18.38
2018-01-04,contadoconliqui,18.53,18.53
2018-01-05,contadoconliqui,18.82,18.82
2018-01-06,contadoconliqui,18.82,18.82
2018-01-07,contadoconliqui,18.82,18.82
2018-01-08,contadoconliqui,18.89,18.89
2018-01-09,contadoconliqui,19.12,19.12
2018-01-10,contadoconliqui,18.98,18.98
2018-01-11,contadoconliqui,18.64,18.64
2018-01-12,contadoconliqui,18.83,18.83
2018-01-13,contadoconliqui,18.83,18.83
2018-01-14,contadoconliqui,18.83,18.83
2018-01-16,contadoconliqui,18.78,18.78
2018-01-17,contadoconliqui,19.05,19.05
2018-01-18,contadoconliqui,18.94,18.94
2018-01-19,contadoconliqui,18.95,18.95
2018-01-20,contadoconliqui,18.95,18.95
2018-01-21,contadoconliqui,18.95,18.95
2018-01-22,contadoconliqui,19.02,19.02
2018-01-23,contadoconliqui,19.17,19.17
2018-01-24,contadoconliqui,19.38,19.38
2018-01-25,contadoconliqui,19.64,19.64
2018-01-26,contadoconliqui,19.64,19.64
2018-01-27,contadoconliqui,19.64,19.64
2018-01-28,contadoconliqui,19.64,19.64
2018-01-29,contadoconliqui,19.62,19.62
2018-01-30,contadoconliqui,19.62,19.62
2018-01-31,contadoconliqui,19.68,19.68
2018-02-01,contadoconliqui,19.7,19.7
2018-02-02,contadoconliqui,19.49,19.49
2018-02-03,contadoconliqui,19.49,19.49
2018-02-04,contadoconliqui,19.49,19.49
2018-02-05,contadoconliqui,19.51,19.51
2018-02-06,contadoconliqui,19.48,19.48
2018-02-07,contadoconliqui,19.58,19.58
2018-02-08,contadoconliqui,19.7,19.7
2018-02-09,contadoconliqui,20.0,20.0
2018-02-10,contadoconliqui,20.0,20.0
2018-02-11,contadoconliqui,20.0,20.0
2018-02-14,contadoconliqui,20.03,20.03
2018-02-15,contadoconliqui,20.15,20.15
2018-02-16,contadoconliqui,20.03,20.03
2018-02-17,contadoconliqui,20.03,20.03
2018-02-18,contadoconliqui,20.03,20.03
2018-02-20,contadoconliqui,20.11,20.11
2018-02-21,contadoconliqui,19.98,19.98
2018-02-22,contadoconliqui,20.01,20.01
2018-02-23,contadoconliqui,20.06,20.06
2018-02-24,contadoconliqui,20.06,20.06
2018-02-25,contadoconliqui,20.06,20.06
2018-02-26,contadoconliqui,20.03,20.03
2018-02-27,contadoconliqui,20.32,20.32
2018-02-28,contadoconliqui,20.31,20.31
2018-03-01,contadoconliqui,20.16,20.16
2018-03-02,contadoconliqui,20.38,20.38
2018-03-03,contadoconliqui,20.38,20.38
2018-03-04,contadoconliqui,20.38,20.38
2018-03-05,contadoconliqui,20.43,20.43
2018-03-06,contadoconliqui,20.33,20.33
2018-03-07,contadoconliqui,20.41,20.41
2018-03-08,contadoconliqui,20.42,20.42
2018-03-09,contadoconliqui,20.45,20.45
2018-03-10,contadoconliqui,20.45,20.45
2018-03-11,contadoconliqui,20.45,20.45
2018-03-12,contadoconliqui,20.32,20.32
2018-03-13,contadoconliqui,20.29,20.29
2018-03-14,contadoconliqui,20.25,20.25
2018-03-15,contadoconliqui,20.22,20.22
2018-03-16,contadoconliqui,20.29,20.29
2018-03-17,contadoconliqui,20.29,20.29
2018-03-18,contadoconliqui,20.29,20.29
2018-03-19,contadoconliqui,20.23,20.23
2018-03-20,contadoconliqui,20.23,20.23
2018-03-21,contadoconliqui,20.23,20.23
2018-04-09,contadoconliqui,20.25,20.25
2018-04-10,contadoconliqui,20.3,20.3
2018-04-11,contadoconliqui,20.2,20.2
2018-04-12,contadoconliqui,20.19,20.19
2018-04-13,contadoconliqui,20.19,20.19
2018-04-14,contadoconliqui,20.19,20.19
2018-04-15,contadoconliqui,20.19,20.19
2018-04-16,contadoconliqui,20.21,20.21
2018-04-17,contadoconliqui,20.18,20.18
2018-04-18,contadoconliqui,20.19,20.19
2018-04-19,contadoconliqui,20.14,20.14
2018-04-20,contadoconliqui,20.23,20.23
2018-04-21,contadoconliqui,20.23,20.23
2018-04-22,contadoconliqui,20.23,20.23
2018-04-23,contadoconliqui,20.24,20.24
2018-04-24,contadoconliqui,20.26,20.26
2018-04-25,contadoconliqui,20.23,20.23
