fecha,y_obs,y_pred
2006-01-01,,-751.0320726310109
2006-02-01,,-751.0320726310109
2006-03-01,-751.0320726310109,-751.0320726310109
2006-04-01,,-935.7937397615103
2006-05-01,,-897.1428330270396
2006-06-01,-656.8549277176804,-656.8549277176804
2006-07-01,,-380.00178272966093
2006-08-01,,-201.94887119265059
2006-09-01,-267.50939061144294,-267.50939061144294
2006-10-01,,-593.2231225880172
2006-11-01,,-787.031245996332
2006-12-01,-737.7358719527064,-737.7358719527064
2007-01-01,,-99.91112628654571
2007-02-01,,12.570705857715922
2007-03-01,-766.420513859112,-766.420513859112
2007-04-01,,-1762.1005611672763
2007-05-01,,-2212.6321819591562
2007-06-01,-1887.5679029784458,-1887.5679029784458
2007-07-01,,-933.7314291907904
2007-08-01,,53.76683917447137
2007-09-01,496.27238902737236,496.27238902737236
2007-10-01,,370.49810182812047
2007-11-01,,66.2881370513006
2007-12-01,-331.60493803104754,-331.60493803104754
2008-01-01,,-213.5739335924304
2008-02-01,,35.51102124657044
2008-03-01,344.53854150387406,344.53854150387406
2008-04-01,,477.1780193778691
2008-05-01,,476.7428603188688
2008-06-01,714.5644581833136,714.5644581833136
2008-07-01,,863.0553288376459
2008-08-01,,1030.9771480932739
2008-09-01,1337.359406750457,1337.359406750457
2008-10-01,,1159.3014119068487
2008-11-01,,651.5785234188979
2008-12-01,229.73394799898037,229.73394799898037
2009-01-01,,131.54592420321546
2009-02-01,,199.4104721174872
2009-03-01,275.46493549596414,275.46493549596414
2009-04-01,,76.50346747461322
2009-05-01,,-90.28868409601279
2009-06-01,-9.865515236806383,-9.865515236806383
2009-07-01,,36.68995133231107
2009-08-01,,152.1114870175609
2009-09-01,272.3824158526084,272.3824158526084
2009-10-01,,248.6654301052084
2009-11-01,,227.98062270478573
2009-12-01,179.73254276243344,179.73254276243344
2010-01-01,,52.279712639228734
2010-02-01,,26.809317287055393
2010-03-01,-70.4910306772526,-70.4910306772526
2010-04-01,,-504.1165269283762
2010-05-01,,-513.108653148787
2010-06-01,-360.8595208576308,-360.8595208576308
2010-07-01,,-161.4885684750257
2010-08-01,,-110.55951095157266
2010-09-01,-103.02498463737578,-103.02498463737578
2010-10-01,,-267.14429559886355
2010-11-01,,-420.585848057906
2010-12-01,-553.0223359667847,-553.0223359667847
2011-01-01,,-549.0131297855514
2011-02-01,,-447.56599359047027
2011-03-01,-231.7880363386744,-231.7880363386744
2011-04-01,,-274.0019892793291
2011-05-01,,-144.70566142823427
2011-06-01,-28.31625275401844,-28.31625275401844
2011-07-01,,86.58515778843693
2011-08-01,,-4.192623571002997
2011-09-01,-47.5739554354792,-47.5739554354792
2011-10-01,,281.67606281161693
2011-11-01,,401.8909429805359
2011-12-01,259.93352576939213,259.93352576939213
2012-01-01,,48.93605813853833
2012-02-01,,-505.04553979035194
2012-03-01,-635.404597541033,-635.404597541033
2012-04-01,,-663.0331943830965
2012-05-01,,-199.72599538974956
2012-06-01,141.9035275303814,141.9035275303814
2012-07-01,,234.6373211249532
2012-08-01,,383.32164614296573
2012-09-01,467.1203500070315,467.1203500070315
2012-10-01,,429.11795666085976
2012-11-01,,228.35766749249422
2012-12-01,76.35349519435526,76.35349519435526
2013-01-01,,111.95749016501395
2013-02-01,,70.94822602634599
2013-03-01,-92.82809443517304,-92.82809443517304
2013-04-01,,19.64263603863799
2013-05-01,,94.8583014703405
2013-06-01,315.08579345367275,315.08579345367275
2013-07-01,,434.1852569134325
2013-08-01,,273.98973629463046
2013-09-01,63.22965831416467,63.22965831416467
2013-10-01,,133.6401412205147
2013-11-01,,-67.92350913431073
2013-12-01,-429.6826640973507,-429.6826640973507
2014-01-01,,-421.62046623968877
2014-02-01,,-564.5791650592753
2014-03-01,-387.9215899947673,-387.9215899947673
2014-04-01,,105.22886597456804
2014-05-01,,895.7066318699702
2014-06-01,1375.7311555577269,1375.7311555577269
2014-07-01,,1192.771426879619
2014-08-01,,309.8890070019207
2014-09-01,-148.37494137272276,-148.37494137272276
2014-10-01,,-330.6719673850085
2014-11-01,,-176.60616628694368
2014-12-01,-59.62449315630826,-59.62449315630826
2015-01-01,,3.7986580136521297
2015-02-01,,-291.1545462582966
2015-03-01,-394.8976815236761,-394.8976815236761
2015-04-01,,-580.5004264910742
2015-05-01,,-489.55811843119
2015-06-01,-436.1478326921322,-436.1478326921322
2015-07-01,,-286.3451052372907
2015-08-01,,-218.7958903096573
2015-09-01,-138.0637177769132,-138.0637177769132
2015-10-01,,82.90084682218816
2015-11-01,,592.5466081700527
