fecha,prestamos_privados_usd_q
2015-07-24,4456.0
2015-07-27,4454.0
2015-07-28,4458.0
2015-07-29,4466.0
2015-07-30,4455.0
2015-07-31,4435.0
2015-08-03,4430.0
2015-08-04,4426.0
2015-08-05,4393.0
2015-08-06,4361.0
2015-08-07,4346.0
2015-08-10,4293.0
2015-08-11,4296.0
2015-08-12,4262.0
2015-08-13,4240.0
2015-08-14,4243.0
2015-08-18,4227.0
2015-08-19,4256.0
2015-08-20,4241.0
2015-08-21,4232.0
2015-08-24,4190.0
2015-08-25,4181.0
2015-08-26,4191.0
2015-08-27,4188.0
2015-08-28,4181.0
2015-08-31,4148.0
2015-09-01,4120.0
2015-09-02,4106.0
2015-09-03,4113.0
2015-09-04,4089.0
2015-09-07,4080.0
2015-09-08,4056.0
2015-09-09,4021.0
2015-09-10,4004.0
2015-09-11,3998.0
2015-09-14,3987.0
2015-09-15,3994.0
2015-09-16,4001.0
2015-09-17,4016.0
2015-09-18,3986.0
2015-09-21,3971.0
2015-09-22,3994.0
2015-09-23,3985.0
2015-09-24,3964.0
2015-09-25,3943.0
2015-09-28,3895.0
2015-09-29,3875.0
2015-09-30,3869.0
2015-10-01,3852.0
2015-10-02,3845.0
2015-10-05,3808.0
2015-10-06,3787.0
2015-10-07,3760.0
2015-10-08,3763.0
2015-10-09,3750.0
2015-10-13,3720.0
2015-10-14,3713.0
2015-10-15,3661.0
2015-10-16,3682.0
2015-10-19,3668.0
2015-10-20,3680.0
2015-10-21,3678.0
2015-10-22,3648.0
2015-10-23,3618.0
2015-10-26,3567.0
2015-10-27,3573.0
2015-10-28,3582.0
2015-10-29,3547.0
2015-10-30,3516.0
2015-11-02,3503.0
2015-11-03,3504.0
2015-11-04,3483.0
2015-11-05,3477.0
2015-11-09,3469.0
2015-11-10,3446.0
2015-11-11,3419.0
2015-11-12,3410.0
2015-11-13,3380.0
2015-11-16,3366.0
2015-11-17,3365.0
2015-11-18,3360.0
2015-11-19,3316.0
2015-11-20,3269.0
2015-11-23,3218.0
2015-11-24,3210.0
2015-11-25,3196.0
2015-11-26,3146.0
2015-11-30,3065.0
2015-12-01,3052.0
2015-12-02,3046.0
2015-12-03,2997.0
2015-12-04,2966.0
2015-12-09,2897.0
2015-12-10,2884.0
2015-12-11,2856.0
2015-12-14,2844.0
2015-12-15,2812.0
2015-12-16,2773.0
2015-12-17,2790.0
2015-12-18,2829.0
2015-12-21,2817.0
2015-12-22,2844.0
2015-12-23,2915.0
2015-12-24,2914.0
2015-12-28,2908.0
2015-12-29,2932.0
2015-12-30,2990.0
2015-12-31,2968.0
2016-01-04,2920.0
2016-01-05,2905.0
2016-01-06,2952.0
2016-01-07,2974.0
2016-01-08,3013.0
2016-01-11,3009.0
2016-01-12,2999.0
2016-01-13,2999.0
2016-01-14,3002.0
2016-01-15,3003.0
2016-01-18,3036.0
2016-01-19,3090.0
2016-01-20,3140.0
2016-01-21,3148.0
2016-01-22,3185.0
2016-01-25,3200.0
2016-01-26,3229.0
2016-01-27,3298.0
2016-01-28,3298.0
2016-01-29,3285.0
2016-02-01,3289.0
2016-02-02,3303.0
2016-02-03,3310.0
2016-02-04,3339.0
2016-02-05,3372.0
2016-02-10,3366.0
2016-02-11,3376.0
2016-02-12,3392.0
2016-02-15,3416.0
2016-02-16,3439.0
2016-02-17,3501.0
2016-02-18,3509.0
2016-02-19,3610.0
2016-02-22,3632.0
2016-02-23,3653.0
2016-02-24,3689.0
2016-02-25,3717.0
2016-02-26,3766.0
2016-02-29,3736.0
2016-03-01,3783.0
2016-03-02,3799.0
2016-03-03,3817.0
2016-03-04,3822.0
2016-03-07,3814.0
2016-03-08,3804.0
2016-03-09,3794.0
2016-03-10,3795.0
2016-03-11,3806.0
2016-03-14,3800.0
2016-03-15,3797.0
2016-03-16,3807.0
2016-03-17,3813.0
2016-03-18,3876.0
2016-03-21,3897.0
2016-03-22,3949.0
2016-03-23,3957.0
2016-03-28,3952.0
2016-03-29,3988.0
2016-03-30,4031.0
2016-03-31,4007.0
2016-04-01,4077.0
2016-04-04,4063.0
2016-04-05,4084.0
2016-04-06,4098.0
2016-04-07,4108.0
2016-04-08,4165.0
2016-04-11,4257.0
2016-04-12,4315.0
2016-04-13,4315.0
2016-04-14,4347.0
2016-04-15,4377.0
2016-04-18,4445.0
2016-04-19,4541.0
2016-04-20,4544.0
2016-04-21,4562.0
2016-04-22,4597.0
2016-04-25,4646.0
2016-04-26,4697.0
2016-04-27,4768.0
2016-04-28,4818.0
2016-04-29,4790.0
2016-05-02,4836.0
2016-05-03,4918.0
2016-05-04,4915.0
2016-05-05,5002.0
2016-05-06,5047.0
2016-05-09,5058.0
2016-05-10,5083.0
2016-05-11,5119.0
2016-05-12,5158.0
2016-05-13,5222.0
2016-05-16,5276.0
2016-05-17,5319.0
2016-05-18,5393.0
2016-05-19,5444.0
2016-05-20,5520.0
2016-05-23,5516.0
2016-05-24,5590.0
2016-05-26,5582.0
2016-05-27,5632.0
2016-05-30,5630.0
2016-05-31,5711.0
2016-06-01,5781.0
2016-06-02,5802.0
2016-06-03,5857.0
2016-06-06,5839.0
2016-06-07,5855.0
2016-06-08,5864.0
2016-06-09,5877.0
2016-06-10,5902.0
2016-06-13,5935.0
2016-06-14,6006.0
2016-06-15,6066.0
2016-06-16,6146.0
2016-06-21,6115.0
2016-06-22,6198.0
2016-06-23,6297.0
2016-06-24,6309.0
2016-06-27,6276.0
2016-06-28,6338.0
2016-06-29,6359.0
2016-06-30,6248.0
2016-07-01,6360.0
2016-07-04,6327.0
2016-07-05,6355.0
2016-07-06,6393.0
2016-07-07,6446.0
2016-07-11,6467.0
2016-07-12,6536.0
2016-07-13,6555.0
2016-07-14,6556.0
2016-07-15,6606.0
2016-07-18,6577.0
2016-07-19,6669.0
2016-07-20,6726.0
2016-07-21,6784.0
2016-07-22,6829.0
2016-07-25,6838.0
2016-07-26,6870.0
2016-07-27,6899.0
2016-07-28,6855.0
2016-07-29,6806.0
2016-08-01,6892.0
2016-08-02,6909.0
2016-08-03,6929.0
2016-08-04,6962.0
2016-08-05,6995.0
2016-08-08,7011.0
2016-08-09,7008.0
2016-08-10,7050.0
2016-08-11,7088.0
2016-08-12,7112.0
2016-08-16,7153.0
2016-08-17,7221.0
2016-08-18,7251.0
2016-08-19,7275.0
2016-08-22,7349.0
2016-08-23,7396.0
2016-08-24,7427.0
2016-08-25,7456.0
2016-08-26,7569.0
2016-08-29,7477.0
2016-08-30,7541.0
2016-08-31,7501.0
2016-09-01,7606.0
2016-09-02,7673.0
2016-09-05,7626.0
2016-09-06,7647.0
2016-09-07,7640.0
2016-09-08,7669.0
2016-09-09,7715.0
2016-09-12,7747.0
2016-09-13,7812.0
2016-09-14,7820.0
2016-09-15,7835.0
2016-09-16,7850.0
2016-09-19,7886.0
2016-09-20,7946.0
2016-09-21,7964.0
2016-09-22,7994.0
2016-09-23,8048.0
2016-09-26,8032.0
2016-09-27,8082.0
2016-09-28,8149.0
2016-09-29,8143.0
2016-09-30,8061.0
2016-10-03,8146.0
2016-10-04,8171.0
2016-10-05,8305.0
2016-10-06,8336.0
2016-10-07,8370.0
2016-10-11,8382.0
2016-10-12,8418.0
2016-10-13,8422.0
2016-10-14,8392.0
2016-10-17,8423.0
2016-10-18,8461.0
2016-10-19,8465.0
2016-10-20,8484.0
2016-10-21,8492.0
2016-10-24,8534.0
2016-10-25,8577.0
2016-10-26,8618.0
2016-10-27,8699.0
2016-10-28,8716.0
2016-10-31,8709.0
2016-11-01,8698.0
2016-11-02,8743.0
2016-11-03,8775.0
2016-11-04,8799.0
2016-11-07,8801.0
2016-11-08,8828.0
2016-11-09,8767.0
2016-11-10,8788.0
2016-11-11,8821.0
2016-11-14,8848.0
2016-11-15,8903.0
2016-11-16,8921.0
2016-11-17,8924.0
2016-11-18,8923.0
2016-11-21,8879.0
2016-11-22,8908.0
2016-11-23,8917.0
2016-11-24,8919.0
2016-11-25,9023.0
2016-11-29,9000.0
2016-11-30,9035.0
2016-12-01,9119.0
2016-12-02,9127.0
2016-12-05,9082.0
2016-12-06,9074.0
2016-12-07,9136.0
2016-12-12,9172.0
2016-12-13,9219.0
2016-12-14,9180.0
2016-12-15,9181.0
2016-12-16,9126.0
2016-12-19,9160.0
2016-12-20,9188.0
2016-12-21,9209.0
2016-12-22,9182.0
2016-12-23,9149.0
2016-12-26,9143.0
2016-12-27,9152.0
2016-12-28,9138.0
2016-12-29,9096.0
2016-12-30,9069.0
2017-01-02,9060.0
2017-01-03,9063.0
2017-01-04,9068.0
2017-01-05,9067.0
2017-01-06,9031.0
2017-01-09,9033.0
2017-01-10,9052.0
2017-01-11,9104.0
2017-01-12,9132.0
2017-01-13,9145.0
2017-01-16,9160.0
2017-01-17,9227.0
2017-01-18,9263.0
2017-01-19,9306.0
2017-01-20,9338.0
2017-01-23,9328.0
2017-01-24,9410.0
2017-01-25,9448.0
2017-01-26,9455.0
2017-01-27,9424.0
2017-01-30,9401.0
2017-01-31,9403.0
2017-02-01,9403.0
2017-02-02,9441.0
2017-02-03,9375.0
2017-02-06,9427.0
2017-02-07,9420.0
2017-02-08,9398.0
2017-02-09,9430.0
2017-02-10,9396.0
2017-02-13,9478.0
2017-02-14,9542.0
2017-02-15,9612.0
2017-02-16,9706.0
2017-02-17,9765.0
2017-02-20,9762.0
2017-02-21,9891.0
2017-02-22,9935.0
2017-02-23,9967.0
2017-02-24,9928.0
2017-03-01,9912.0
2017-03-02,9974.0
2017-03-03,10008.0
2017-03-06,9995.0
2017-03-07,10020.0
2017-03-08,9977.0
2017-03-09,10001.0
2017-03-10,10024.0
2017-03-13,9968.0
2017-03-14,9964.0
2017-03-15,9932.0
2017-03-16,9959.0
2017-03-17,9958.0
2017-03-20,10013.0
2017-03-21,10053.0
2017-03-22,10128.0
2017-03-23,10122.0
2017-03-27,10145.0
2017-03-28,10227.0
2017-03-29,10246.0
2017-03-30,10326.0
2017-03-31,10319.0
2017-04-03,10340.0
2017-04-04,10378.0
2017-04-05,10399.0
2017-04-06,10419.0
2017-04-07,10467.0
2017-04-10,10525.0
2017-04-11,10529.0
2017-04-12,10518.0
2017-04-17,10512.0
2017-04-18,10572.0
2017-04-19,10615.0
2017-04-20,10677.0
2017-04-21,10752.0
2017-04-24,10740.0
2017-04-25,10819.0
2017-04-26,10838.0
2017-04-27,10859.0
2017-04-28,10878.0
2017-05-02,10898.0
2017-05-03,10907.0
2017-05-04,10941.0
2017-05-05,11008.0
2017-05-08,11036.0
2017-05-09,11059.0
2017-05-10,11154.0
2017-05-11,11149.0
2017-05-12,11149.0
2017-05-15,11234.0
2017-05-16,11288.0
2017-05-17,11359.0
2017-05-18,11536.0
2017-05-19,11524.0
2017-05-22,11565.0
2017-05-23,11706.0
2017-05-24,11783.0
2017-05-26,11834.0
2017-05-29,11830.0
2017-05-30,11866.0
2017-05-31,11866.0
2017-06-01,11928.0
2017-06-02,11997.0
2017-06-05,12171.0
2017-06-06,12129.0
2017-06-07,12127.0
2017-06-08,12141.0
2017-06-09,12237.0
2017-06-12,12280.0
2017-06-13,12304.0
2017-06-14,12329.0
2017-06-15,12372.0
2017-06-16,12344.0
2017-06-19,12406.0
2017-06-21,12390.0
2017-06-22,12424.0
2017-06-23,12433.0
2017-06-26,12415.0
2017-06-27,12462.0
2017-06-28,12680.0
2017-06-29,12734.0
2017-06-30,12795.0
2017-07-03,12829.0
2017-07-04,12867.0
2017-07-05,12905.0
2017-07-06,13004.0
2017-07-07,13054.0
2017-07-10,13075.0
2017-07-11,13145.0
2017-07-12,13174.0
2017-07-13,13239.0
2017-07-14,13330.0
2017-07-17,13379.0
2017-07-18,13420.0
2017-07-19,13456.0
2017-07-20,13513.0
2017-07-21,13617.0
2017-07-24,13587.0
2017-07-25,13655.0
2017-07-26,13683.0
2017-07-27,13731.0
2017-07-28,13755.0
2017-07-31,13757.0
2017-08-01,13790.0
2017-08-02,13776.0
2017-08-03,13844.0
2017-08-04,13872.0
2017-08-07,13854.0
2017-08-08,13802.0
2017-08-09,13780.0
2017-08-10,13815.0
2017-08-11,13841.0
2017-08-14,13804.0
2017-08-15,13876.0
2017-08-16,13853.0
2017-08-17,13896.0
2017-08-18,13959.0
2017-08-22,13926.0
2017-08-23,13987.0
2017-08-24,14007.0
2017-08-25,13922.0
2017-08-28,14026.0
2017-08-29,14171.0
2017-08-30,14232.0
2017-08-31,14190.0
2017-09-01,14201.0
2017-09-04,14172.0
2017-09-05,14129.0
2017-09-06,14073.0
2017-09-07,14098.0
2017-09-08,14064.0
2017-09-11,14057.0
2017-09-12,14068.0
2017-09-13,14005.0
2017-09-14,13927.0
2017-09-15,14045.0
2017-09-18,14043.0
2017-09-19,14073.0
2017-09-20,14079.0
2017-09-21,14079.0
2017-09-22,14164.0
2017-09-25,14117.0
2017-09-26,14158.0
2017-09-27,14220.0
2017-09-28,14244.0
2017-09-29,14295.0
2017-10-02,14319.0
2017-10-03,14338.0
2017-10-04,14332.0
2017-10-05,14367.0
2017-10-06,14366.0
2017-10-09,14365.0
2017-10-10,14379.0
2017-10-11,14357.0
2017-10-12,14372.0
2017-10-13,14390.0
2017-10-17,14355.0
2017-10-18,14376.0
2017-10-19,14403.0
2017-10-20,14392.0
2017-10-23,14337.0
2017-10-24,14391.0
2017-10-25,14414.0
2017-10-26,14454.0
2017-10-27,14452.0
2017-10-30,14436.0
2017-10-31,14470.0
2017-11-01,14450.0
2017-11-02,14441.0
2017-11-03,14455.0
2017-11-07,14415.0
2017-11-08,14429.0
2017-11-09,14390.0
2017-11-10,14454.0
2017-11-13,14462.0
2017-11-14,14511.0
2017-11-15,14549.0
2017-11-16,14573.0
2017-11-17,14558.0
2017-11-21,14650.0
2017-11-22,14662.0
2017-11-23,14636.0
2017-11-24,14706.0
2017-11-27,14726.0
2017-11-28,14711.0
2017-11-29,14579.0
2017-11-30,14796.0
2017-12-01,14810.0
2017-12-04,14754.0
2017-12-05,14713.0
2017-12-06,14744.0
2017-12-07,14750.0
2017-12-11,14766.0
2017-12-12,14818.0
2017-12-13,14815.0
2017-12-14,14779.0
2017-12-15,14768.0
2017-12-18,14779.0
2017-12-19,14790.0
2017-12-20,14737.0
2017-12-21,14777.0
2017-12-22,14811.0
2017-12-26,14777.0
2017-12-27,14765.0
2017-12-28,14775.0
2017-12-29,14803.0
2018-01-02,14933.0
2018-01-03,15014.0
2018-01-04,15072.0
2018-01-05,15168.0
2018-01-08,15158.0
2018-01-09,15152.0
2018-01-10,15148.0
2018-01-11,15182.0
2018-01-12,15242.0
2018-01-15,15249.0
2018-01-16,15301.0
2018-01-17,15378.0
2018-01-18,15419.0
2018-01-19,15467.0
2018-01-22,15530.0
2018-01-23,15589.0
2018-01-24,15625.0
2018-01-25,15619.0
2018-01-26,15639.0
2018-01-29,15751.0
2018-01-30,15743.0
2018-01-31,15832.0
2018-02-01,15741.0
2018-02-02,15789.0
2018-02-05,15762.0
2018-02-06,15786.0
2018-02-07,15814.0
2018-02-08,15868.0
2018-02-09,15903.0
2018-02-14,15873.0
2018-02-15,15815.0
2018-02-16,15855.0
2018-02-19,15892.0
2018-02-20,15933.0
2018-02-21,15974.0
2018-02-22,15960.0
2018-02-23,15973.0
2018-02-26,15971.0
2018-02-27,16024.0
2018-02-28,16101.0
2018-03-01,16090.0
2018-03-02,16103.0
2018-03-05,16073.0
2018-03-06,16073.0
2018-03-07,16066.0
2018-03-08,16049.0
2018-03-09,16088.0
2018-03-12,16070.0
2018-03-13,16104.0
2018-03-14,16087.0
2018-03-15,16075.0
2018-03-16,16073.0
2018-03-19,16018.0
2018-03-20,16037.0
2018-03-21,16061.0
2018-03-22,16040.0
2018-03-23,15990.0
2018-03-26,15965.0
2018-03-27,15947.0
2018-03-28,15812.0
2018-04-03,15866.0
2018-04-04,15889.0
2018-04-05,16016.0
2018-04-06,16081.0
2018-04-09,16074.0
2018-04-10,16082.0
2018-04-11,15942.0
2018-04-12,16182.0
2018-04-13,16284.0
2018-04-16,16278.0
2018-04-17,16292.0
2018-04-18,16304.0
2018-04-19,16362.0
2018-04-20,16421.0
2018-04-23,16385.0
2018-04-24,16421.0
2018-04-25,16476.0
2018-04-26,16491.0
2018-04-27,16550.0
2018-05-02,16477.0
2018-05-03,16518.0
2018-05-04,16526.0
2018-05-07,16514.0
2018-05-08,16485.0
2018-05-09,16504.0
2018-05-10,16508.0
2018-05-11,16515.0
2018-05-14,16543.0
2018-05-15,16585.0
2018-05-16,16612.0
2018-05-17,16597.0
2018-05-18,16610.0
2018-05-21,16597.0
2018-05-22,16565.0
2018-05-23,16574.0
2018-05-24,16570.0
2018-05-28,16518.0
2018-05-29,16520.0
2018-05-30,16589.0
2018-05-31,16558.0
2018-06-01,16587.0
2018-06-04,16522.0
2018-06-05,16465.0
2018-06-06,16442.0
2018-06-07,16430.0
2018-06-08,16161.0
2018-06-11,16396.0
2018-06-12,16376.0
2018-06-13,16308.0
2018-06-14,16320.0
2018-06-15,16329.0
2018-06-18,16389.0
2018-06-19,16410.0
2018-06-21,16350.0
2018-06-22,16129.0
2018-06-25,16350.0
2018-06-26,16307.0
2018-06-27,16089.0
2018-06-28,16088.0
2018-06-29,16017.0
2018-07-02,15963.0
2018-07-03,16189.0
2018-07-04,16170.0
2018-07-05,16205.0
2018-07-06,16245.0
2018-07-10,16179.0
2018-07-11,16180.0
2018-07-12,16137.0
2018-07-13,16129.0
2018-07-16,16114.0
2018-07-17,16111.0
2018-07-18,16050.0
2018-07-19,16159.0
2018-07-20,16339.0
2018-07-23,16313.0
2018-07-24,16285.0
2018-07-25,16281.0
2018-07-26,16240.0
2018-07-27,16259.0
2018-07-30,16244.0
2018-07-31,16249.0
2018-08-01,16222.0
2018-08-02,16239.0
2018-08-03,16273.0
2018-08-06,16262.0
2018-08-07,16252.0
2018-08-08,16302.0
2018-08-09,16321.0
2018-08-10,16321.0
2018-08-13,16330.0
2018-08-14,16308.0
2018-08-15,16338.0
2018-08-16,16371.0
2018-08-17,16466.0
2018-08-21,16462.0
2018-08-22,16475.0
2018-08-23,16515.0
2018-08-24,16574.0
2018-08-27,16493.0
2018-08-28,16524.0
2018-08-29,16556.0
2018-08-30,16542.0
2018-08-31,16535.0
2018-09-03,16474.0
2018-09-04,16418.0
2018-09-05,16380.0
2018-09-06,16335.0
2018-09-07,16333.0
2018-09-10,16285.0
2018-09-11,16230.0
2018-09-12,16195.0
2018-09-13,16166.0
2018-09-14,16169.0
2018-09-17,16098.0
2018-09-18,16064.0
2018-09-19,16061.0
2018-09-20,16054.0
2018-09-21,16054.0
2018-09-24,15752.0
2018-09-25,15908.0
2018-09-26,15896.0
2018-09-27,15906.0
2018-09-28,15932.0
2018-10-01,15844.0
2018-10-02,15815.0
2018-10-03,15809.0
2018-10-04,15805.0
2018-10-05,15832.0
2018-10-08,15827.0
2018-10-09,15785.0
2018-10-10,15763.0
2018-10-11,15813.0
2018-10-12,15786.0
2018-10-16,15769.0
2018-10-17,15756.0
2018-10-18,15788.0
2018-10-19,15879.0
2018-10-22,15788.0
2018-10-23,15758.0
2018-10-24,15700.0
2018-10-25,15725.0
2018-10-26,15749.0
2018-10-29,15737.0
2018-10-30,15642.0
2018-10-31,15554.0
2018-11-01,15552.0
2018-11-02,15554.0
2018-11-05,15535.0
2018-11-07,15496.0
2018-11-08,15520.0
2018-11-09,15514.0
2018-11-12,15483.0
2018-11-13,15499.0
2018-11-14,15492.0
2018-11-15,15526.0
2018-11-16,15574.0
2018-11-20,15547.0
2018-11-21,15541.0
2018-11-22,15542.0
2018-11-23,15547.0
2018-11-26,15478.0
2018-11-27,15517.0
2018-11-28,15584.0
2018-11-29,15554.0
2018-12-03,15576.0
2018-12-04,15579.0
2018-12-05,15573.0
2018-12-06,15521.0
2018-12-07,15485.0
2018-12-10,15461.0
2018-12-11,15469.0
2018-12-12,15468.0
2018-12-13,15511.0
2018-12-14,15613.0
2018-12-17,15632.0
2018-12-18,15553.0
2018-12-19,15527.0
2018-12-20,15493.0
2018-12-21,15507.0
2018-12-26,15466.0
2018-12-27,15423.0
2018-12-28,15310.0
2019-01-02,15337.0
2019-01-03,15384.0
2019-01-04,15415.0
2019-01-07,15405.0
2019-01-08,15456.0
2019-01-09,15462.0
2019-01-10,15462.0
2019-01-11,15499.0
2019-01-14,15524.0
2019-01-15,15577.0
2019-01-16,15626.0
2019-01-17,15630.0
2019-01-18,15640.0
2019-01-21,15640.0
2019-01-22,15668.0
2019-01-23,15709.0
2019-01-24,15711.0
2019-01-25,15742.0
2019-01-28,15711.0
2019-01-29,15713.0
2019-01-30,15710.0
2019-01-31,15680.0
2019-02-01,15721.0
2019-02-04,15651.0
2019-02-05,15673.0
2019-02-06,15714.0
2019-02-07,15700.0
2019-02-08,15753.0
2019-02-11,15769.0
2019-02-12,15797.0
2019-02-13,15782.0
2019-02-14,15782.0
2019-02-15,15748.0
2019-02-18,15763.0
2019-02-19,15803.0
2019-02-20,15814.0
2019-02-21,15812.0
2019-02-22,15746.0
2019-02-25,15741.0
2019-02-26,15777.0
2019-02-27,15766.0
2019-02-28,15678.0
2019-03-01,15765.0
2019-03-06,15728.0
2019-03-07,15761.0
2019-03-08,15767.0
2019-03-11,15754.0
2019-03-12,15737.0
2019-03-13,15731.0
2019-03-14,15813.0
2019-03-15,15856.0
2019-03-18,15812.0
2019-03-19,15807.0
2019-03-20,15818.0
2019-03-21,15833.0
2019-03-22,15834.0
2019-03-25,15843.0
2019-03-26,15823.0
2019-03-27,15821.0
2019-03-28,15826.0
2019-03-29,15791.0
2019-04-01,15806.0
2019-04-03,15805.0
2019-04-04,15783.0
2019-04-05,15735.0
2019-04-08,15733.0
2019-04-09,15745.0
2019-04-10,15768.0
2019-04-11,15786.0
2019-04-12,15823.0
2019-04-15,15835.0
2019-04-16,15862.0
2019-04-17,15874.0
2019-04-22,15880.0
2019-04-23,15920.0
2019-04-24,15887.0
2019-04-25,15895.0
2019-04-26,15926.0
2019-04-29,15908.0
2019-04-30,15899.0
2019-05-02,15947.0
2019-05-03,16049.0
2019-05-06,15985.0
2019-05-07,15969.0
2019-05-08,15991.0
2019-05-09,15960.0
2019-05-10,15982.0
2019-05-13,15948.0
2019-05-14,15940.0
2019-05-15,15910.0
2019-05-16,15858.0
2019-05-17,15822.0
2019-05-20,15810.0
2019-05-21,15808.0
2019-05-22,15823.0
2019-05-23,15894.0
2019-05-24,15801.0
2019-05-27,15800.0
2019-05-28,15799.0
2019-05-29,15755.0
2019-05-30,15741.0
2019-05-31,15679.0
2019-06-03,15682.0
2019-06-04,15672.0
2019-06-05,15643.0
2019-06-06,15639.0
2019-06-07,15599.0
2019-06-10,15570.0
2019-06-11,15630.0
2019-06-12,15597.0
2019-06-13,15611.0
2019-06-14,15569.0
2019-06-18,15555.0
2019-06-19,15603.0
2019-06-21,15570.0
2019-06-24,15624.0
2019-06-25,15654.0
2019-06-26,15780.0
2019-06-27,15773.0
2019-06-28,15761.0
2019-07-01,15772.0
2019-07-02,15820.0
2019-07-03,15888.0
2019-07-04,15921.0
2019-07-05,15954.0
2019-07-10,15957.0
2019-07-11,15986.0
2019-07-12,15979.0
2019-07-15,15981.0
2019-07-16,16015.0
2019-07-17,16059.0
2019-07-18,16104.0
2019-07-19,16135.0
2019-07-22,16157.0
2019-07-23,16151.0
2019-07-24,16174.0
2019-07-25,16188.0
2019-07-26,16221.0
2019-07-29,16211.0
2019-07-30,16263.0
2019-07-31,16258.0
2019-08-01,16311.0
2019-08-02,16255.0
2019-08-05,16270.0
2019-08-06,16259.0
2019-08-07,16241.0
2019-08-08,16287.0
2019-08-09,16247.0
2019-08-12,16101.0
2019-08-13,16050.0
2019-08-14,16031.0
2019-08-15,16069.0
2019-08-16,16022.0
2019-08-20,15877.0
2019-08-21,15820.0
2019-08-22,15755.0
2019-08-23,15716.0
2019-08-26,15654.0
2019-08-27,15676.0
2019-08-28,15626.0
2019-08-29,15531.0
2019-08-30,15402.0
2019-09-02,15402.0
2019-09-03,15175.0
2019-09-04,15059.0
2019-09-05,14995.0
2019-09-06,14806.0
2019-09-09,14660.0
2019-09-10,14545.0
2019-09-11,14471.0
2019-09-12,14361.0
2019-09-13,14286.0
2019-09-16,14168.0
2019-09-17,14118.0
2019-09-18,14009.0
2019-09-19,13972.0
2019-09-20,13908.0
2019-09-23,13842.0
2019-09-24,13803.0
2019-09-25,13755.0
2019-09-26,13699.0
2019-09-27,13619.0
2019-09-30,13407.0
2019-10-01,13361.0
2019-10-02,13284.0
2019-10-03,13241.0
2019-10-04,13201.0
2019-10-07,13069.0
2019-10-08,12972.0
2019-10-09,12893.0
2019-10-10,12869.0
2019-10-11,12753.0
2019-10-15,12718.0
2019-10-16,12622.0
2019-10-17,12579.0
2019-10-18,12511.0
2019-10-21,12459.0
2019-10-22,12381.0
2019-10-23,12299.0
2019-10-24,12156.0
2019-10-25,12037.0
2019-10-28,11999.0
2019-10-29,11955.0
2019-10-30,11901.0
2019-10-31,11840.0
2019-11-01,11807.0
2019-11-04,11703.0
2019-11-05,11664.0
2019-11-07,11602.0
2019-11-08,11563.0
2019-11-11,11479.0
2019-11-12,11428.0
2019-11-13,11406.0
2019-11-14,11407.0
2019-11-15,11389.0
2019-11-19,11388.0
2019-11-20,11387.0
2019-11-21,11350.0
2019-11-22,11289.0
2019-11-25,11257.0
2019-11-26,11232.0
2019-11-27,11169.0
2019-11-28,11125.0
2019-11-29,11040.0
2019-12-02,10993.0
2019-12-03,10971.0
2019-12-04,10941.0
2019-12-05,10917.0
2019-12-06,10902.0
2019-12-09,10808.0
2019-12-10,10774.0
2019-12-11,10687.0
2019-12-12,10681.0
2019-12-13,10646.0
2019-12-16,10572.0
2019-12-17,10582.0
2019-12-18,10539.0
2019-12-19,10589.0
2019-12-20,10549.0
2019-12-23,10508.0
2019-12-26,10464.0
2019-12-27,10445.0
2019-12-30,10314.0
2020-01-02,10297.0
2020-01-03,10243.0
2020-01-06,10163.0
2020-01-07,10080.0
2020-01-08,10028.0
2020-01-09,10020.0
2020-01-10,10024.0
2020-01-13,9995.0
2020-01-14,9993.0
2020-01-15,10039.0
2020-01-16,10063.0
2020-01-17,10048.0
2020-01-20,10026.0
2020-01-21,9975.0
2020-01-22,9965.0
2020-01-23,9960.0
2020-01-24,9933.0
2020-01-27,9934.0
2020-01-28,9945.0
2020-01-29,9921.0
2020-01-30,9923.0
2020-01-31,9860.0
2020-02-03,9876.0
2020-02-04,9875.0
2020-02-05,9847.0
2020-02-06,9884.0
2020-02-07,9820.0
2020-02-10,9774.0
2020-02-11,9730.0
2020-02-12,9706.0
2020-02-13,9748.0
2020-02-14,9721.0
2020-02-17,9714.0
2020-02-18,9704.0
2020-02-19,9699.0
2020-02-20,9656.0
2020-02-21,9652.0
2020-02-26,9604.0
2020-02-27,9585.0
2020-02-28,9501.0
2020-03-02,9538.0
2020-03-03,9524.0
2020-03-04,9485.0
2020-03-05,9514.0
2020-03-06,9506.0
2020-03-09,9459.0
2020-03-10,9437.0
2020-03-11,9407.0
2020-03-12,9261.0
2020-03-13,9238.0
2020-03-16,9189.0
2020-03-17,9158.0
2020-03-18,9098.0
2020-03-19,9108.0
2020-03-20,9079.0
2020-03-25,9031.0
2020-03-26,9003.0
2020-03-27,9003.0
2020-03-30,8939.0
2020-04-01,8967.0
2020-04-02,8909.0
2020-04-03,8920.0
2020-04-06,8901.0
2020-04-07,8869.0
2020-04-08,8885.0
2020-04-13,8779.0
2020-04-14,8767.0
2020-04-15,8726.0
2020-04-16,8718.0
2020-04-17,8683.0
2020-04-20,8624.0
2020-04-21,8580.0
2020-04-22,8579.0
2020-04-23,8535.0
2020-04-24,8508.0
2020-04-27,8472.0
2020-04-28,8446.0
2020-04-29,8394.0
2020-04-30,8256.0
