fecha,fbkf_total,construcciones,otras_construcciones,maq_equipo,maq_nacional,maq_importado,eq_transporte,transp_nacional,transp_importado,otros_activos
2023-09-01,163257.4192625951,57075.54133683507,11644.219854798239,73924.52069411345,28604.517690610413,45320.003003503036,19105.66619783687,15745.41875516199,3360.247442674877,1507.471179011472
2023-12-01,137938.70768449022,52623.93507978902,10728.72242494721,56211.3652479836,23963.21911619831,32248.146131785295,16726.1710167804,14203.11406592931,2523.0569508510894,1648.5139149899685
2024-03-01,108465.58772557836,38805.925484548905,9730.37760929179,47044.0543175716,16415.900820481267,30628.15349709033,12124.854623266536,8001.598196950602,4123.256426315934,760.3756908995222
2024-06-01,112400.60580784874,37347.66202910167,10633.346046666322,50827.22336957086,22086.57995583434,28740.64341373652,12209.20916928784,9624.06769361191,2585.14147567593,1383.1651932220377
2024-09-01,136303.2002221952,45159.57358451765,10890.499730957341,59308.255468032985,25166.470045309754,34141.78542272323,19116.84730210946,15056.748423664145,4060.098878445315,1828.0241365777513
2024-12-01,141001.23373518718,43452.255227876965,9495.002646167686,61905.30233525354,25008.722921135868,36896.57941411767,23631.796847976104,17003.81711857349,6627.979729402614,2516.876677912896
2025-03-01,142606.8944628024,42020.35409485829,8847.696519610949,70023.4133798582,19661.964500012487,50361.44887984572,20968.79913847186,14311.538657403313,6657.260481068545,746.6313300030972
2025-06-01,148459.94828019894,42983.55700781029,9851.320880876658,69328.61160385776,25850.55451478004,43478.05708907772,24993.09073580293,15777.365009608257,9215.72572619467,1303.368051851323
2025-09-01,150487.3150008092,46141.629453881855,9872.422300123324,67740.65927332068,23823.06668425802,43917.59258906266,24451.26037046401,13697.991690197789,10753.268680266221,2281.3436030193334
2025-12-01,138106.4331930101,44105.71440244833,8731.109602700482,62659.54656996252,22171.515553200996,40488.031016761524,19484.76297164765,11960.422108119106,7524.340863528545,3125.299646251127
