fecha,expo_valor,expo_precios,expo_cantidades,impo_valor,impo_precios,impo_cantidades,ti_nominal,ti_base100,ti_anual_b100
2021-04-01,213.20150436960003,179.1634424061,118.9799714416,249.8239366288,123.710604488767,202.61519150496,144.82464389087045,140.2138474708947,
2021-05-01,236.4441351833,185.5146154295,127.4953701148,274.85518561360004,128.378192830902,214.537042139062,144.50633034993515,139.90566810944392,
2021-06-01,243.2869410187,187.1919444614,129.8265892192,315.90326985480004,131.996742338274,239.547766355978,141.81557904033326,137.30058251371534,
2021-07-01,251.6877413168,188.8454687702,133.2770878517,305.5664989237,132.816933295293,230.081758182127,142.1847832838741,137.6580323654716,
2021-08-01,281.0823209754,188.6252637885,149.01626395629998,307.60909897,136.219019706387,225.718554833953,138.4720461174012,134.0634979770313,
2021-09-01,262.137604343,189.1642601107,138.5767079836,314.682965296,131.920969852152,238.399686983921,143.39210841362245,138.8269197664161,
2021-10-01,238.1752528438,193.205861917,123.323772321726,280.53462341150004,132.207721112492,212.122007915362,146.13810773775182,141.48549444020423,
2021-11-01,214.8739888389,188.6588050681,113.998371807694,308.250830378,134.352763240357,229.460207520326,140.4204874674513,135.94990660833972,
2021-12-01,228.6112010078,192.1604210205,119.07785587058,332.3140339639,131.388386493115,252.917784564312,146.25373379599998,141.59743930027298,
2022-01-01,194.053763,203.5553822216,95.5860580619945,280.751763,131.1898591796,214.416476932963,155.16091220353474,150.2210389935076,142.946238
2022-02-01,226.20675,209.5045687399,108.211643035856,301.462038,139.6843991247,216.412740775066,149.98422877050834,145.20916613966918,
2022-03-01,257.106151,215.030962531,119.73826190215,378.728268,141.58948076430002,268.099181291971,151.86930651222312,147.03422847606785,
2022-04-01,290.361244,223.5671125554,129.926341896527,368.324806,149.20316996890003,247.53154650986,149.84072563739795,145.07023172991018,
2022-05-01,290.182758,223.9485403644,129.562943881715,421.907412,164.9832666568,256.291694208298,135.7401540789347,131.418581453866,
2022-06-01,293.497942,226.4106991242,129.592669221758,463.348868,169.61369649850002,273.510827281842,133.48609445947795,129.23628455202817,
2022-07-01,265.721629,215.0073347045,123.573674138575,443.832431,172.302860282,257.629504713686,124.78454179611852,120.81176407594404,
2022-08-01,263.187089,210.1934980658,125.204684232492,423.315929,158.63055561689998,266.701486494207,132.50505064952736,128.28647433026558,
2022-09-01,260.088328,208.92474898780003,124.490155628933,381.940131,146.30324306030002,260.869685792107,142.80254122712105,138.25612268837014,
2022-10-01,278.39343,206.9667021291,134.496425278963,325.533319,142.12349537970002,229.000997578592,145.62455108225672,140.98828793841912,
2022-11-01,247.699396,211.997665671,116.832379301416,308.912879,134.0859720248,230.437452811474,158.1057753243492,153.07214621774276,
2022-12-01,212.060977,207.48833948260005,102.163388419621,272.056744,136.2886020914,199.839500609934,152.2418869212929,147.39494700603927,
2023-01-01,170.22465,209.2127835501,81.2714179945732,286.91681,137.5976133251,208.856751383858,152.0468113467897,147.2060820717723,137.610436
2023-02-01,182.626174,200.2769619997,91.0366332397027,268.974282,143.2284324825,188.248603921492,139.83045023143035,135.378654445787,
2023-03-01,200.294999,200.3319092537,99.8275047657241,365.893276,146.999846738,249.266985694649,136.28035246237673,131.9415814882872,
2023-04-01,201.957337,202.9623959568,99.4154147889252,326.672572,146.54183289859998,223.292353709534,138.50133572250348,134.09185508609755,
2023-05-01,217.973192,195.4692806873,111.452447338245,395.961058,148.0321043416,267.629144832864,132.04519489652975,127.84125905006778,
2023-06-01,188.578081,193.7992301657,97.3105788728297,387.71762,152.2004817382,254.652904457602,127.33154846319998,123.27768144146238,
2023-07-01,211.215975,189.7775291804,111.301653472348,361.324777,148.1617259609,243.28255823072,128.088092892818,124.01013969172638,
2023-08-01,205.976274,187.9583272068,109.59307011697,368.829522,133.1823851061,276.163324109492,141.12851865287038,136.63539613532794,
2023-09-01,200.893656,186.213524929,107.864833410683,348.601218,130.7523150596,265.690468659788,142.41700029870944,137.88285626438483,
2023-10-01,188.331647,183.1753940866,102.749420293971,312.723263,129.8148830095,239.959562711078,141.10507966424393,136.61270337608582,
2023-11-01,171.59859,186.3769128029,91.9917626583743,294.980684,131.5617831036,223.382789894105,141.66493369593138,137.15473327994764,
2023-12-01,184.12031,189.562174738,97.0304980476543,228.38839,137.0171601256,165.973683394817,138.3492217793986,133.94458400954804,
2024-01-01,187.842398,189.0193150713,99.3014513571609,246.142852,133.86193004580002,183.71446496402,141.2046838160993,136.7091364207701,135.47215699999998
2024-02-01,192.625922,186.3882642655,103.263677551385,220.165158,134.5757386221,163.643527421278,138.5006437073282,134.0911851026774,
2024-03-01,225.312209,184.5796584618,121.967551091454,231.580297,136.20961113849998,170.046922614701,135.51147890299504,131.19718663197543,
2024-04-01,225.983614,185.9655045064,121.459172821321,251.519487,134.5013807708,186.819755149269,138.26289621762214,133.8610068031654,
2024-05-01,266.07796,182.7714159558,145.507432614344,267.964602,140.7000779315,190.08182131478,129.90143192726765,125.76574727313312,
2024-06-01,227.925087,181.7516955581,125.404810564335,250.606714,149.2277032752,167.423040535951,121.79487559553236,117.91728017199084,
2024-07-01,249.393117,178.64514455410003,139.603053132214,306.187534,138.9620496819,219.561978244728,128.55678580089972,124.46391077763344,
2024-08-01,234.538548,177.6271740232,132.0664918425,261.058395,138.74370003250002,187.474709138919,128.02539789669137,123.94944072235268,
2024-09-01,241.309603,178.1453458949,135.470010025286,319.227472,129.2828322534,246.401841616353,137.7950519723511,133.40805736110772,
2024-10-01,244.064235,181.4569125183,134.493867976759,327.220516,130.261437095,251.155189620022,139.30209628039267,134.8671217514117,
2024-11-01,226.494186,182.4275116694,124.152488571764,280.632994,126.4695514133,222.160530844674,144.2461917756239,139.65381159248778,
2024-12-01,244.646236,181.2045269136,134.980034451476,286.959811,126.822416983,226.571157535304,142.88051846377417,138.33161735607686,
2025-01-01,205.283211,184.4393871944,111.356532234425,307.561312,122.803474405,250.512390220555,150.19069133673509,145.40905553688518,140.873009
2025-02-01,213.087159,183.7424988825,116.020500896281,313.524475,124.355009678,252.085162104477,147.75641074555472,143.05227537611145,
2025-03-01,230.532096,188.2243141359,122.494588869293,321.787793,128.4084395604,250.562686674969,146.5825102931526,141.91574850777576,
2025-04-01,231.642136,184.0960713348,125.794035441155,345.371078,131.14379764880002,263.382770387045,140.37726117082937,135.90805651157137,
2025-05-01,246.248414,180.0359588199,136.709577224258,346.86863,131.2662759257,264.269011787297,137.15324636908633,132.7866849859066,
2025-06-01,252.498265,180.929948792,139.499558334587,341.9468,132.08934215480002,258.802999825658,136.97543332448578,132.61453299268126,
2025-07-01,269.341119,181.0535045238,148.735840274982,366.420266,133.5116152196,274.142924584419,135.60880394264055,131.2914131247693,
2025-08-01,274.285277,178.8744994436,153.32574584479,345.518718,128.659314286,268.188048831867,139.02957623882202,134.603277957186,
2025-09-01,282.100119,178.51207278139998,158.004379880229,384.462106,127.890133147,300.922451583714,139.58236526051147,135.13846778046744,
2025-10-01,276.354557,179.8015653806,153.657649703893,382.261423,127.2038031253,300.326007117304,141.34920573364417,136.84905717982343,
2025-11-01,282.258005,176.5424692689,159.809246872504,299.287448,126.9483036512,235.826523505324,139.06642640453367,134.6389549205505,
2025-12-01,258.499525,180.2763988237,143.343190423602,297.037306,127.2977487292,233.479043377372,141.61790025619484,137.1091972484541,
2026-01-01,251.458301,188.8191467888,133.351486085928,270.346541,123.7533703484,218.747594202526,152.5769732632104,147.71936517115904,148.23409978487953
2026-02-01,206.96616,192.2869788911,107.777943868078,276.222363,129.7071036568,213.346565788095,148.24706856448196,143.52731207383883,
2026-03-01,300.022181,195.5340533286,153.456313045993,327.295137,135.9024335501,241.208836009379,143.87825752694633,139.29759130264353,
