fecha,expo_valor,expo_precios,expo_cantidades,impo_valor,impo_precios,impo_cantidades,ti_nominal,ti_base100,ti_anual_b100
2019-05-01,209.7548515587,149.7239742032,139.916073889465,248.3259785265,116.0401028051,213.89484773414,129.02778486388894,124.91991459716752,
2019-06-01,181.8319742356,151.3022199001,120.124834416016,223.0165921523,117.7283017286,189.420247056241,128.518136827369,124.4264922752712,
2019-07-01,203.2309660355,149.695755785,135.87004239821,262.2536695061,115.5657207865,227.115222505667,129.53300924030316,125.40905409545972,
2019-08-01,193.2465937165,149.1729486737,129.634941640203,235.2437879691,112.759506573,208.761790728362,132.2930129861167,128.08118733078263,
2019-09-01,199.4243846817,149.1952529675,133.495015961587,213.95722698,113.8386995271,187.822986765971,131.0584656951243,126.8859444432168,
2019-10-01,204.389338873,147.13387464299998,138.256024174243,220.3454793668,107.1320177632,205.098409911774,137.33884390025992,132.96637363024087,
2019-11-01,204.5135329174,148.70837432610003,136.697284276839,182.2395784193,114.108750009,158.882977158992,130.3216224122787,126.17256011237932,
2019-12-01,186.5123105253,152.1074631263,121.946691548919,167.5041374557,114.3175938268,145.718612929235,133.05691454349062,128.82076847920314,
2020-01-01,158.936976705,149.8875314506,105.827217573068,189.0161473818,109.6653392775,171.834578140726,136.67721491411314,132.32580899114663,131.261935
2020-02-01,151.9442371173,150.42352985390002,101.048699119988,170.61354703720002,116.1630070976,146.494834443101,129.4934881700457,125.37079126139992,
2020-03-01,152.10677234029998,152.2031672669,100.024083306944,168.6334633008,118.3343632625,142.170587416174,128.62127540186208,124.52634721683232,
2020-04-01,150.9481659908,143.04162498,105.460662466347,154.74536230770002,115.3970454476,133.693378248899,123.9560548757316,120.00965377505976,
2020-05-01,176.230496414,136.5356752236,128.887920590123,169.26113918829998,111.45860598,151.512187530898,122.49899774280313,118.59898511326236,
2020-06-01,166.10308541339998,141.83520067810002,116.95141694353,176.39201438240002,108.4968086194,162.394434220204,130.72753243429398,126.56554713713348,
2020-07-01,171.1392607533,141.4833821174,120.869000241725,184.4907789482,108.0274806202,170.871925681974,130.96980629847636,126.8001077044928,
2020-08-01,171.95697339560002,145.2857326611,118.30860230637,187.5608823801,110.4598616417,170.003370845034,131.52807771239577,127.34060537654398,
2020-09-01,164.0399319137,145.86537356570005,112.422397451905,220.749869066,111.2943071025,198.524703472992,131.06274468411104,126.89008720161064,
2020-10-01,162.2193581982,150.8140864418,107.497355616966,214.090839388,111.0625707785,192.74054042256,135.79200029736327,131.46877703914333,
2020-11-01,156.1939143123,153.07129775529998,101.980558613412,219.98867926980003,110.7518678773,198.608936045606,138.21103037727988,133.81079222067916,
2020-12-01,122.9995593402,151.4537864771,81.2220857696214,208.931638765,109.5137968502,190.950523531835,138.29653507883413,133.89357470064715,
2021-01-01,170.4779406007,166.2822901465,102.562455039467,205.4889303693,111.712879551247,184.634887502522,148.84791334218534,144.10902769730737,143.964746
2021-02-01,165.7231294999,171.4791321681,96.7417960185142,198.4921389306,114.543270906789,174.217383896988,149.70685821224998,144.94062625513226,
2021-03-01,198.5206912828,173.0589804425,114.795748942018,284.4342099733,121.282445768287,235.44772860049,142.69087281858853,138.14800947793412,
