indice_tiempo,ica_saldo_comercial_brasil,ica_saldo_comercial_paraguay,ica_saldo_comercial_uruguay,ica_saldo_comercial_venezuela,ica_saldo_comercial_total_mercosur,ica_saldo_comercial_bolivia,ica_saldo_comercial_chile,ica_saldo_comercial_colombia,ica_saldo_comercial_mexico,ica_saldo_comercial_peru,ica_saldo_comercial_total_alianza_pacifico,ica_saldo_comercial_ecuador,ica_saldo_comercial_resto_america_latina,ica_saldo_comercial_total_america_latina,ica_saldo_comercial_canada,ica_saldo_comercial_estados_unidos,ica_saldo_comercial_alemania,ica_saldo_comercial_austria,ica_saldo_comercial_belgica,ica_saldo_comercial_espana,ica_saldo_comercial_francia,ica_saldo_comercial_italia,ica_saldo_comercial_paises_bajos,ica_saldo_comercial_polonia,ica_saldo_comercial_portugal,ica_saldo_comercial_reino_unido,ica_saldo_comercial_resto_ue,ica_saldo_comercial_total_ue,ica_saldo_comercial_suiza,ica_saldo_comercial_india,ica_saldo_comercial_rusia,ica_saldo_comercial_china,ica_saldo_comercial_corea,ica_saldo_comercial_indonesia,ica_saldo_comercial_japon,ica_saldo_comercial_tailandia,ica_saldo_comercial_taiwan,ica_saldo_comercial_vietnam,ica_saldo_comercial_resto_asia_pacifico,ica_saldo_comercial_total_asia_pacifico,ica_saldo_comercial_israel,ica_saldo_comercial_australia,ica_saldo_comercial_nueva_zelanda,ica_saldo_comercial_angola,ica_saldo_comercial_argelia,ica_saldo_comercial_egipto,ica_saldo_comercial_marruecos,ica_saldo_comercial_sudafrica,ica_saldo_comercial_resto_africa,ica_saldo_comercial_total_africa,ica_saldo_comercial_resto_mundo,ica_saldo_comercial_totales,ica_saldo_comercial_aladi,ica_saldo_comercial_asean,ica_saldo_comercial_medio_oriente,ica_saldo_comercial_mercado_comun_centroamericano,ica_saldo_comercial_can,ica_saldo_comercial_total_nafta
2015-01-01,-3038.8812664503384,633.0168524457201,866.7233829669003,1363.4506870757798,-175.69036799999958,-846.08246166053,1687.7460992308897,162.20965710416,-1007.21934808788,592.3888198179601,1435.125184,-59.33016176090004,-403.00025555725983,-48.978048000000854,829.4101797068504,-4491.435539974682,-1784.3725721625697,-147.66574613948998,44.87822300698997,404.52255540154977,-1072.92072715679,-418.4346965866199,861.73920001519,379.10631304135,-128.32396290761997,1.1450367652903424,-1687.956415999999,172.3699393063,567.2445898873701,1277.59259747193,371.70892466232,-6474.094032711002,-523.4498834626401,763.2052228599302,-649.21647071813,-418.9200423407599,-403.99221928138996,1467.51591863606,730.7345312700901,-5508.217184000001,61.10908055652001,340.13493331199,95.35788687642001,59.12595664296999,1147.77812196151,1065.30477294579,297.81114139351,498.5526148693101,-238.17793221569002,2830.3946640000004,1944.5510440715402,-3419.083775999992,672.5979991198474,2550.8291832219597,-374.32021842514996,2071.32185924512,-150.8141638627701,-4669.452684078891
2016-01-01,-4642.76260787,270.43891067000004,660.8171932999999,638.97049719,-3072.5362959999984,-383.53591102000007,1655.0529277,327.14094464000004,-1004.8494745599999,696.5154451099999,1673.8598000000002,-33.49939900000004,499.8009379099999,-1315.9108840000008,802.42837614,-2522.81631904,-1782.1504635299996,-155.38965432000003,75.03318461999999,726.7267188999999,-1172.34476634,-429.69548031000033,754.9118317900001,487.90131485,40.17963359999999,-155.59937159000037,-1383.2548960000004,227.17216258999997,621.6949462500002,1502.3869919100002,97.92907206000007,-5819.696486929999,-20.969281620000174,967.32366836,-295.81510175999983,-560.3623519999999,-330.16740977999996,2195.9070400600003,867.4509725700001,-2996.329146000002,78.62674091,356.91042489000006,75.27271204,25.84640599,1114.1413885,1783.47018218,261.32766985999996,627.76215321,316.74726244000004,4129.295096000001,2479.0566967000004,1925.2903699999952,-1448.8550805000013,3467.00203842,1309.1716206799997,154.21065721000002,606.6210497300001,-2725.4363521600008
2017-01-01,-8662.35112621,50.905846480000264,694.4814309000001,230.56127064,-7686.402855999999,-737.93915029,1814.1728346600003,328.34260455000003,-1431.17149793,914.3517606700003,1625.6957439999996,55.688612379999995,759.5952200900001,-5983.362710000001,681.6718893300001,-3108.750058729999,-2056.6003725299993,-187.64176924999998,52.177772559999994,33.83569970999997,-1036.20133311,-632.35239088,946.72626199,311.1405169700001,-23.172517160000012,-438.8788968600004,-2743.5890339999987,287.37805447999995,684.4504174000002,1257.39094725,177.77593811999998,-7721.151198660002,-330.48243426000005,727.8988310399999,-417.9314780200002,-732.3513968300001,-336.4068068899999,1649.6871415400003,596.21638659,-6564.520778000002,58.30197272999999,347.58803338000007,142.31901636,30.5861252,1457.63406221,1227.3616132099999,375.35304053,318.84734278999997,313.1181266300001,3722.900238,3019.824128160002,-8308.0,-6434.76672598,2239.9433271800003,1546.4321736600002,405.61250759,560.44380731,-3889.7076621299984
2018-01-01,-4402.4490486099985,-922.22311698,750.7357693700001,350.51264750999997,-4223.423743999996,-832.2048223199998,2334.2582164699998,359.05550133,-1142.39004758,980.5535401799999,2531.4772380000004,87.34403565999997,846.9435788400001,-1589.8635599999943,907.3965560800001,-3426.347863849999,-2298.2118894000005,-186.46709158000002,65.40701557,157.88564699999984,-696.6194277600002,-474.4362468200002,1194.84533408,378.09128128000003,-87.50632258999998,-332.19127513000035,-2279.2030560000003,261.5506164100001,712.9842599499999,712.1520541999998,232.0026187599999,-7603.719631049999,-351.52477808000003,937.3180292800002,-598.11192811,-792.5171631599998,-309.11690851,1464.4259916399997,787.88538586,-6465.361041999997,38.64058621000001,256.87709447000003,108.77926967999998,37.319301259999996,1636.46164739,906.1327844,198.64207873,297.83512440999993,707.22679585,3783.617808,3307.3252744999972,-3701.0,-2070.110784550001,2391.7628161699995,1562.1187638699998,339.39382134999994,594.7482648499999,-3711.0568301599997
2019-01-01,212.56727315999888,-630.3017699700001,713.5229080499998,125.24032027999998,421.028816,-764.5020589600002,2517.0292573300003,675.2167654399999,-457.7530762099999,1458.4629116299998,4192.955928,40.03777397000002,968.9661280299999,4858.486811999999,316.0920631199999,-2157.2400255699995,-1827.3001431800003,-190.29413472999997,165.0100956,449.6026597500005,-530.3372108800002,-125.59365447999994,1359.34508498,280.09513068,26.249859509999993,104.93505593000009,-288.2873900000004,149.73702970000022,1285.56530482,1348.08003598,409.62946736999993,-2217.9846193700005,340.27678984,1330.2348328999997,-442.4320713699999,-584.14173025,-120.04724847,2147.31094854,775.3257803599998,1228.5428199999988,98.47584850999999,279.80881164,129.58198001,37.488351179999995,1460.1307814900001,855.59415051,410.98308009000004,461.16611079999996,1160.3654491,4385.727862,4097.536410119999,15992.0,4300.277630459997,3665.444847559999,2592.5500659299996,356.42611614,1409.21542208,-2331.7807551299993
2020-01-01,-743.674404129999,-1341.8789733699998,688.3796540800001,97.66242507999999,-1299.511123999997,-510.9661268999997,2350.90563586,377.7774241699999,-507.68971866000004,1260.3096264800001,3481.3029800000004,-60.15260939000004,867.21522982,2477.8882080000003,144.69294135,-1098.3782214900007,-1265.39027965,-133.54264059,-13.005242719999984,397.2653962999998,-415.10641313999986,-191.67039253999985,1270.785415,433.44997527,6.154418960000015,-13.57389390000003,75.36632000000009,205.29735258000005,601.1908303900001,1706.5311528700004,446.01965533,-3266.7559889000004,325.9688215099999,1085.4094224300002,-406.21752740000005,-584.5924575399999,-137.13906061000006,2096.39868398,738.9587086399999,-147.969509999999,157.65682393000003,425.23159530999993,140.77551857,38.20703639,1027.56193738,962.31736565,242.50018596000007,216.65801843,1131.8657399400001,3619.11027,3981.884535739998,12530.0,2012.7125811299993,3355.52925453,2495.31402521,301.09183745,1066.9682843600008,-1465.0324807799998
2021-01-01,-680.7933841099984,-1622.2232266599997,791.58952829,168.57033684,-1342.8566240000018,-499.8564924100001,3480.0639116800003,775.60834686,-707.8924516999999,1803.5257775300001,5351.305602,190.42535308000004,1319.75703688,5018.775188,280.97374568999993,-946.7459833499997,-1720.3786140900004,-175.09527899000003,-47.82814803000008,763.1648658499998,-563.5387896,-337.97853152000016,2257.32137673,542.4583415,-29.155079100000023,-132.23406029000012,556.7359580000011,220.1830323900001,422.78771018,2899.4941701300004,29.265522070000088,-7244.361468470002,1071.91501217,1484.45077541,-418.3736768499999,-1121.2093965099998,-186.01098665000006,2036.5328409600002,1070.3696428799997,-3306.6873280000073,213.65642464,211.87992113,158.36235302,86.28684338000001,1420.6819702400003,960.5609190299999,353.04086541,240.1331158,1802.64875338,4863.352489999999,4348.149828489995,14750.0,4054.5098914699993,3502.6087543099998,2641.67727299,488.41499709999994,2269.702995060001,-1377.4491612200018
2022-01-01,-3391.7379992099995,-636.60262526,289.8741123000002,224.19866555,-3514.267846620003,-1676.85431313,4243.7262413399985,952.9657966899999,-593.6275632399997,2139.6106601000006,6742.67513489,271.0201660099999,1682.0772801900002,3504.6504213399967,357.2670656800001,-3647.243570919999,-1832.0477003600001,-244.2184776,-128.46703553999998,474.7377223700005,-608.7267461399999,-612.9274267599999,2680.5036005999996,683.38694392,-26.817187690000026,-646.7740804300001,-261.35038763000193,33.31434750000005,503.37926255,2693.13607373,220.57849327000002,-9501.572227790002,1288.73783593,1629.3494371699999,-406.26399333999996,-1468.5861512400002,-105.53924765999994,1983.03708848,1457.66089643,-5123.176362020004,207.22647717,156.8203547999999,185.71161223000001,132.02033369,1416.1510739599998,498.75578840000003,395.67770939000013,265.36282833000007,2165.09224915,4873.05998292,3252.940576880006,6923.0,2241.2568893900025,3649.9987379599997,1819.6527110199995,714.22819057,1686.74230967,-3883.74406646
2023-01-01,-5490.68583221,-2706.3260670600007,1146.5320695,256.89728816,-6793.582541610005,-717.63326579,4207.88401944,894.7749896200003,-719.85740753,2322.2756847600003,6705.077286290002,92.91628799000006,1399.6006721799995,686.3784390600013,390.53849185999997,-2979.9040400700014,-2019.7547603900002,-258.38657599,-55.36767832999993,180.0134634399999,-747.89160781,-1008.1659195500004,856.6323332900002,111.55614466000009,8.978858160000016,-906.1164930700002,-3838.5022355899982,2.6669431699999677,646.16486459,1018.1905150099999,128.78729112999997,-9226.221949489998,516.4461520799999,640.3222643799999,-563.3517320100001,-1531.0729696600001,-335.77044184000005,699.8975114500001,1142.00905328,-8657.742111810003,157.08167376999995,181.0548652399999,94.83509722999999,39.02141206,788.32194913,547.0808559299999,18.077190349999967,54.26497514000002,1050.1517823099998,2496.9181649200004,2751.098201439999,-6925.100783219983,-437.9350664999947,945.107776769999,1717.1543694499996,781.7798687000001,2592.3336965800004,-3329.3121893299976
2024-01-01,-735.605609029999,-1878.8947548799995,953.9122672899998,311.8290322599999,-1348.7590643600051,-321.24813948000013,5603.53719726,515.35122111,-634.5598959899999,2241.00340952,7725.331931899998,343.06378027999995,1659.9464025999998,8058.334910940001,730.40709576,227.95185309999943,-1853.3310286000005,-211.28011776000005,94.54052651999996,444.6210942599996,-592.31390508,-250.30818999999974,1309.2594963700003,569.0442634,61.30426038,-327.81399297999997,-756.2775934900001,175.22491435000006,1125.88467304,2636.94741161,242.81273177000006,-5628.711421129999,715.5480268599999,1021.5552109699997,-938.4167438899999,-1433.8663440599998,-115.34053306000001,2502.6217654600005,1368.9424629100001,-2507.6675759399986,295.8365172900001,141.34900716000004,77.43253915999999,144.84107500000002,880.64312376,305.57610636,-143.90377782000007,210.52467018000002,1631.80124506,3029.48244254,5625.1411399100025,18927.635152849994,6675.738516899997,3438.0695078399995,3307.3954606300003,1011.89154104,2778.17027143,322.2346077500015
2025-01-01,-5667.748537880001,-1589.4369582199997,1273.24282858,398.81994221,-5585.122725309997,242.55930928000004,5396.984560910001,598.7406593599999,-1069.1566452800002,2202.82530222,7129.393877210001,302.99845781,1155.38489071,3245.213809699999,880.9878088499999,1553.20987643,-2032.38203057,-251.20064251,230.26864400999995,51.38228712000023,-725.2004165900003,-476.7193643800001,1603.5965384200003,201.44089080999998,101.59325232,-702.2554598899997,-1999.4763012599979,67.69224090000006,1363.6050010199997,4035.2762666400004,87.42861117000001,-8159.587972620004,-65.80640502999984,738.24456448,-1131.32316069,-1820.12924993,-297.29298641,1408.1250731300004,900.8206638,-8426.94947327,411.65428812000005,207.71961054999997,93.29486742,407.62377284,1051.1699513400001,472.33063009999995,240.67189482999993,242.34557476999996,2037.0577878499998,4451.1996117300005,5416.913609590004,11320.077586690008,2317.021488989998,1202.6221639600008,3624.841075670001,899.7697124,3347.1237286699998,1365.0243114000023
