indice_tiempo,ica_saldo_comercial_brasil,ica_saldo_comercial_paraguay,ica_saldo_comercial_uruguay,ica_saldo_comercial_venezuela,ica_saldo_comercial_total_mercosur,ica_saldo_comercial_bolivia,ica_saldo_comercial_chile,ica_saldo_comercial_colombia,ica_saldo_comercial_mexico,ica_saldo_comercial_peru,ica_saldo_comercial_total_alianza_pacifico,ica_saldo_comercial_ecuador,ica_saldo_comercial_resto_america_latina,ica_saldo_comercial_total_america_latina,ica_saldo_comercial_canada,ica_saldo_comercial_estados_unidos,ica_saldo_comercial_alemania,ica_saldo_comercial_austria,ica_saldo_comercial_belgica,ica_saldo_comercial_espana,ica_saldo_comercial_francia,ica_saldo_comercial_italia,ica_saldo_comercial_paises_bajos,ica_saldo_comercial_polonia,ica_saldo_comercial_portugal,ica_saldo_comercial_reino_unido,ica_saldo_comercial_resto_ue,ica_saldo_comercial_total_ue,ica_saldo_comercial_suiza,ica_saldo_comercial_india,ica_saldo_comercial_rusia,ica_saldo_comercial_china,ica_saldo_comercial_corea,ica_saldo_comercial_indonesia,ica_saldo_comercial_japon,ica_saldo_comercial_tailandia,ica_saldo_comercial_taiwan,ica_saldo_comercial_vietnam,ica_saldo_comercial_resto_asia_pacifico,ica_saldo_comercial_asia_pacifico,ica_saldo_comercial_israel,ica_saldo_comercial_australia,ica_saldo_comercial_nueva_zelanda,ica_saldo_comercial_angola,ica_saldo_comercial_argelia,ica_saldo_comercial_egipto,ica_saldo_comercial_marruecos,ica_saldo_comercial_sudafrica,ica_saldo_comercial_resto_africa,ica_saldo_comercial_total_africa,ica_saldo_comercial_resto_mundo,ica_saldo_comercial_totales,ica_saldo_comercial_aladi,ica_saldo_comercial_asean,ica_saldo_comercial_medio_oriente,ica_saldo_comercial_mercado_comun_centroamericano,ica_saldo_comercial_can,ica_saldo_comercial_total_nafta
1990-01-01,15.245699000000002,3.471629,11.18764,9.73519,39.640158,-15.375985,19.865034,6.148298,-13.166392,26.611587,39.458527,0.57554,14.237223,78.535463,-0.7845640000000005,-7.024833000000001,0.0,-3.2755029999999996,22.720294,2.545836999999999,0.7571370000000002,1.8973390000000023,61.16777700000001,0.49385299999999993,2.0158679999999998,2.6562269999999994,98.36177200000002,7.382943,-7.358929,0.680862,0.0,54.892312000000004,-3.919538,5.972018,-6.400538999999998,-0.020839,-0.59246,0.0,-0.6732290000000001,49.25772500000001,1.302285,0.7038820000000001,1.108217,0.004178,1.468018,24.541003999999997,0.786779,0.0,3.045289,29.845268,165.179211,409.80635899999993,71.491874,5.27795,51.435268,3.395284,17.95944,-20.975789
1990-02-01,21.485068000000005,7.674314,9.265995,9.629769,48.05514600000001,-14.773516,20.493102,2.7751320000000006,0.10361699999999985,15.128088,38.499939,0.615476,26.070991,98.46803600000001,6.892613,42.908857999999995,0.0,-1.26087,17.732494000000003,7.469202999999999,6.627139999999999,28.786257,71.64114099999999,-1.5978339999999998,1.260525,17.185223999999998,150.563224,2.719944,-1.3945350000000003,4.2079249999999995,0.0,39.813645,-3.4287229999999997,10.866303,6.507449000000001,1.122259,-0.589586,0.0,3.8454820000000005,58.136829000000006,1.5931520000000001,3.684929,0.19637300000000002,2.876161,1.608304,7.075325,0.60987,0.0,4.820976999999999,16.990637,202.865772,585.1138129999999,93.605024,15.834044,48.983464,1.98928,3.74518,49.867813
1990-03-01,72.145441,7.414484,16.656233,14.976728999999999,111.19288700000001,-14.594646,21.155434,3.8187999999999995,32.186931,27.403798000000002,84.56496299999999,2.6754629999999997,37.220843,221.05951,5.813434,47.244175,0.0,-1.376951,13.715290000000001,20.340595,1.5716479999999997,27.998091000000002,85.990101,-0.04945000000000002,4.3336049999999995,12.442674,173.603028,8.637425,-2.402815,4.293807,0.0,46.972305999999996,-1.7366700000000002,14.763546999999999,32.771034,11.547534,2.4598970000000007,0.0,16.348932,123.12657999999999,5.705416,-3.3770450000000007,1.3471250000000001,3.417416,1.281401,9.355797,0.7266950000000001,0.0,4.693193,19.474501999999998,264.738315,860.6260319999999,208.085354,42.890278,77.504028,3.605933,19.303415,85.238323
1990-04-01,41.679793999999994,8.171597,9.098886,0.317697,59.267974,-11.109763999999998,44.06068,3.208728,5.161701999999999,9.699291,62.130401,4.227739,32.109339,146.625689,4.683854999999999,53.271227999999994,0.0,-1.1017640000000002,34.798228,15.463822,1.5786610000000003,35.807368,98.605911,0.969616,11.951606,16.521057,227.571326,12.976821,-2.670252,4.133443,0.0,14.133962,-3.881018,11.328294,8.407723,7.987296,0.7017550000000001,0.0,16.033027,54.711039,5.533815,-1.3002459999999996,0.337905,2.915215,14.10045,31.962331,0.005097,0.0,9.168931,58.152024,187.398279,738.4481049999999,133.731867,35.348617,88.377659,6.351495,6.025994,63.08384
1990-05-01,54.004991000000004,6.658008000000001,14.939356,11.281067,86.883422,-16.665268,24.377311,2.8947659999999997,26.011232,17.185653,70.468962,0.47027700000000006,11.148506000000001,152.305899,3.7846599999999997,80.81876799999999,0.0,-0.6670200000000001,28.200885,35.228951,-0.43580799999999975,52.93973799999999,163.06159399999999,-0.555283,27.899411,12.057943000000002,334.476124,16.745713000000002,-4.238858,0.3347300000000001,0.0,13.328482000000001,0.9327539999999992,1.505144,24.056267,1.825783,8.808485999999998,0.0,20.229129,70.68604500000001,1.3012329999999999,7.258807999999999,0.23549799999999999,0.689283,6.397204,4.432779,1.018814,0.0,7.18013,19.71821,136.930631,803.611748,145.116075,23.560056,58.626197,2.300275,3.885428,110.61466
1990-06-01,54.116135,5.397386,13.287267,10.061126,82.86191400000001,-17.723912,27.174549,3.6188179999999996,16.454245999999998,23.818078999999997,71.065692,0.595975,18.059486,154.859155,7.815835999999999,112.60081500000001,0.0,-1.710081,34.68608,33.895063,16.179908,36.901199999999996,120.992161,-1.5415889999999999,22.305312,11.417015,291.184917,18.059848000000002,-2.3717550000000003,2.078169,0.0,5.786071,1.8214970000000008,0.035850999999999966,24.353073,9.229676000000001,6.878626,0.0,21.429280000000002,69.534074,3.990135,1.2390150000000002,0.09730300000000001,1.825969,1.586654,9.919442,1.123974,0.0,6.587972,21.044010999999998,146.389871,808.4615459999999,147.199134,30.694807,94.141638,2.451964,10.30896,136.870897
1990-07-01,44.733140999999996,6.454867999999999,21.474576,8.950784,81.61336899999999,-15.478981999999998,14.692982,3.685896,22.720784000000002,16.800553,57.900215,0.35531899999999994,30.124976,154.51489699999996,3.372129,152.120342,0.0,-1.841603,29.656060999999998,26.925918000000003,9.207588,30.579904000000003,178.776472,1.7690580000000002,15.63213,16.395607,320.39241100000004,13.291275999999998,-4.941535,0.345896,0.0,24.287889,1.043619,15.006356,57.43281,9.595142,1.687503,0.0,16.701521,125.75484000000002,4.810053,0.3394769999999996,2.017462,1.805455,4.435387,21.3709,1.758883,0.0,12.65376,42.024384999999995,165.192202,965.942559,146.734042,41.312649,62.399313,3.652632,5.362786,178.130895
1990-08-01,117.32163200000001,9.991913,21.915377,15.275212,164.50413400000002,-13.934776000000001,43.847057,3.255139,57.97105299999999,12.028887,117.10213599999999,-0.7830910000000002,29.236998999999997,296.125402,5.369017,55.306028,0.0,-1.1039700000000001,27.53659,15.755011,-0.6615800000000007,19.206809999999997,138.546482,1.586255,4.988584,2.6117229999999996,224.00025399999998,15.534349,-4.511085,4.279439,0.0,23.22446,0.14970300000000014,10.701547,33.882045999999995,15.019353,-0.16841800000000018,0.007501,10.687249,93.50344100000001,6.874098,5.799328,0.232144,0.875921,4.567319,3.375709,-0.23666700000000002,0.0,3.901036,12.483318,115.42973099999999,814.8911149999999,285.602751,36.41565,69.181991,5.161666,0.566159,118.640719
1990-09-01,130.106576,10.170081,17.063434,5.332661,162.672752,-11.11224,32.512297999999994,5.064684,30.293442000000002,7.393259,75.26368300000001,0.7993290000000002,21.151191,248.77471500000001,4.1627410000000005,83.40917999999999,0.0,-1.49682,18.925273999999998,18.544762000000002,6.972021000000002,22.445315000000004,122.975747,9.757565,3.00799,10.836320999999998,226.15142099999997,14.183245999999999,-1.7321530000000003,2.153393,0.0,1.626912,-1.4132049999999996,7.300413,16.421301,4.458321,5.962769000000001,0.0,14.970921,49.327432,7.898273,1.6018439999999998,0.6547160000000001,0.80035,0.486,7.597286,0.017137999999999987,0.0,7.918332,16.819105999999998,59.118142,698.33881,238.697867,26.730375,24.845275,2.667351,2.145032,117.85082
1990-10-01,55.469144,14.051651000000001,13.889689,12.665153,96.075637,-13.945236000000001,34.359403,3.101807000000001,12.891347,3.6603220000000003,54.012879,1.1122260000000002,15.417506,152.67301199999997,4.358136,67.940576,39.580828,-3.5472300000000003,16.439934,27.066997,6.932482999999998,13.239189,128.946114,8.292239,3.7024239999999997,12.443710000000001,257.570654,4.473965999999999,-6.590591000000001,3.714401,0.0,13.746315,-2.6492169999999997,0.15736799999999995,5.807416999999997,1.158546,2.126672,0.0,15.799112,36.146213,3.3121110000000002,-19.768947,0.9277749999999999,3.261327,8.181326,4.1301760000000005,5.367038,0.0,3.9238440000000003,24.863711,22.656343000000007,547.803394,141.488073,17.115026,28.162453,1.585152,-6.070881,85.190059
