indice_tiempo,total_cuenta_corriente,cuenta_corriente_total_bienes_servicios,cuenta_corriente_bienes_servicios_total_bienes,cuenta_corrientes_bienes_servicios_bienes_exportaciones_fob,cuenta_corrientes_bienes_servicios_bienes_importaciones_fob,cuenta_corriente_bienes_servicios_total_servicios,cuenta_corriente_bienes_servicios_ingresos_servicios,cuenta_corriente_bienes_servicios_egresos_servicios,cuenta_corriente_total_ingresos_primarios,cuenta_corriente_ingresos_primarios_rem_empleados,cuenta_corriente_ingresos_primarios_total_rentas_inversion,cta_cte_ingresos_primarios_rentas_inversion_directa,ingresos_primarios_rentas_inversion_inversion_cartera,cuenta_corriente_ingresos_primarios_rentas_otra_inversion,cuenta_corriente_ingresos_secundarios,total_cuenta_capital,total_cuenta_financiera,cuenta_financiera_total_inversion_directa,cta_fin_inversion_directa_activos_participaciones_capital,cuenta_financiera_inversion_directa_activos_instrumentosuda,cta_fin_inversion_directa_pasivos_participaciones_capital,cta_fin_inversion_directa_pasivos_instrumentos_deuda,cuenta_financiera_total_inversion_cartera,cta_fin_inversion_cartera_activos_participaciones_capital,cuenta_financiera_inversion_cartera_activos_instrumentosuda,cta_fin_inversion_cartera_pasivos_participaciones_capital,cuenta_financiera_inversion_cartera_pasivos_instrumentosuda,cuenta_financierarivados_financieros,cuenta_financiera_total_otra_inversion,cta_fin_otra_inversion_adquisicion_neta_activos_financieros,cuenta_financieratra_inversion_emision_neta_pasivos,activos_reserva,errores_omisiones_netos
2006-01-01,703.2668735325024,2691.0759422723186,2906.3,9945.6,7039.3,-215.22405772768116,1945.1375402847775,2160.3615980124587,-2177.7488594002975,-13.484735998944767,-2164.2641234013527,-1542.4722326497763,-715.4276999688097,-85.47530189387783,189.93979066048084,10.399999999999999,781.0366090451844,-1375.7522158133997,377.20755949267647,0.0,1469.9597753060762,283.0,-2253.0962178930326,205.538,541.692,247.0655723056536,2753.2606455873793,-15.956818675376914,11059.781861426995,587.0492226173432,-10472.732638809652,-6633.94,67.36973551268204
2006-04-01,1916.5944511793477,3803.20803256014,4123.499999999998,11980.3,7856.800000000001,-320.29196743985904,1712.9188135727065,2033.2107810125656,-2159.0400671733496,-18.373752994697806,-2140.666314178652,-1514.7849781181617,-803.742973069549,-51.67451934273254,272.42648579255723,39.9,1980.8827775513732,-672.3911144975714,1090.945681202977,0.0,612.3367957005484,1151.0,-1970.5647831530414,-54.226,104.85,110.72396340860529,1910.4648197444362,-32.36518517409769,813.1938603760859,224.66308001135224,-588.5307803647337,3843.009999999998,24.388326372025404
2006-07-01,1516.866479194674,2986.87598986402,3255.500000000002,12126.8,8871.3,-268.62401013598264,1898.8543692299554,2167.478379365938,-1690.7435522708872,-15.60948486182327,-1675.1340674090638,-1220.3750771944187,-700.7687306711746,-27.196084786188976,220.7340416015402,45.43041210224308,1232.3860821007038,-1116.8668211625682,424.95186544301947,0.0,1653.8186866055876,-112.0,-802.5281718343288,122.74,59.778,132.14969589284888,852.8964759414799,-37.99542602518548,659.8165011227867,421.67896167983406,-238.13753944295263,2529.9599999999996,-329.9108091962132
2006-10-01,2362.0747162980133,3785.482608462813,3744.300000000001,12564.8,8820.5,41.18260846281146,2354.1043698329413,2312.92176137013,-1695.077504056982,-13.631064630560836,-1681.4464394264214,-1199.1866925050645,-772.4944203496053,-17.558833065258455,271.6696118921802,1.8939157025577287,3486.1254192702922,66.38308584120534,545.615614422297,0.0,1538.2325285810916,-1059.0,-2213.207615858119,127.70600000000002,152.91559999999998,216.71649731481648,2277.1127185433024,212.961965181665,1629.1879841055386,2007.1772665932028,377.9892824876642,3790.8000000000025,1122.156787269721
2007-01-01,601.802087421871,2327.769223171901,2424.500000000002,11178.1,8753.599999999999,-96.73077682810072,2600.129718831908,2696.860495660009,-1957.6618898522056,-17.71832647376423,-1939.9435633784415,-1443.216318925414,-829.1912596488785,-29.505300049626953,231.69475410217635,11.500000000000004,1476.2967795479176,-717.4287926410873,409.62904839981474,0.0,425.759463448342,701.2983775925602,-2299.261541577336,257.825,14.90750011649992,549.9063558749472,2022.087685818889,7.888173092375572,-174.59105932603052,398.6405476642848,573.2316069903153,4659.689999999996,862.9946921260466
2007-04-01,2026.1905551801137,3622.2503258509787,3984.2000000000007,13693.2,9709.0,-361.94967414902203,2154.1851770687995,2516.1348512178215,-1881.3289482459465,-15.892115460910965,-1865.4368327850357,-1416.404746647618,-857.3635228450867,-42.15525160401944,285.26917757507954,6.683196445401912,961.592292651113,-702.354074195666,397.463117675333,0.0,502.60255642359834,597.2146354474007,-5662.703708935337,398.552,-192.75570000000002,594.931451444728,5273.568557490609,26.852835760734223,960.1572400213797,1776.4562763159006,816.2990362945209,6339.640000000002,-1071.2814589744028
2007-07-01,449.2648266715769,1863.7897420505851,2346.2620000000006,14388.562,12042.3,-482.4722579494146,2321.4118617502927,2803.8841196997073,-1665.6199315022325,-19.473335599535776,-1646.1465959026968,-1294.305797334739,-823.4659047850862,-25.80546703127891,251.0950161232264,102.210715522771,696.7619231951833,-1530.0320419312516,361.66316231575354,0.0,1460.4957159255655,431.1994883214398,1488.817167082117,245.997,-31.228999999999996,228.47212727772006,-1502.5212943598372,-17.9536004130181,1597.6803984573326,4161.894618600459,2564.214220143126,-841.7499999999966,145.28638100083538
2007-10-01,2971.2804236131306,4756.770685215259,4797.0999999999985,16816.699999999997,12019.599999999999,-40.32931478473938,2970.009738524707,3010.339053309446,-2090.044993847497,-19.383139408822856,-2070.6618544386743,-1643.9381455852213,-768.9737599434588,-147.08145976539356,304.55473224536945,0.7519770000000008,2764.795884273001,-2019.1098920165691,335.47763295367156,0.0,2238.663191064171,115.92433390606976,-994.8148140931426,486.984,-6.732000000000001,411.6250769529247,1063.4417371402178,547.8,2298.780590382721,4219.681997180995,1920.9014067982737,2932.1399999999917,-207.23651634012958
2008-01-01,1323.2145641691022,3303.627739779098,3860.3999999999996,16067.5,12207.1,-556.7722602209001,2943.99757674031,3500.76983696121,-2254.5384739272727,-12.769577151937316,-2241.768896775335,-1770.1324973924338,-797.8691338634746,-121.01397199274652,274.1252983172757,43.631,2610.935835630276,-3137.0013667311728,346.00327730598514,0.0,1537.4967634708578,1945.5078805663004,1033.6156245116222,130.501,583.686,-92.90967313250358,-226.51895137911848,-12.4,1192.5115778498202,2617.839789391951,1425.3282115421307,3534.2100000000064,1244.0902714611736
2008-04-01,319.2597939382249,2235.4625588227573,2942.2999999999993,17526.3,14584.0,-706.8374411772411,2579.4281344215733,3286.2655755988144,-2229.8294242993516,-15.40345380164754,-2214.4259704977044,-1575.9096449144024,-866.3190912732722,-160.9380583296055,313.62665941481686,14.751144792002579,-667.9617639146927,-1946.1918938561826,318.6109080496109,0.0,329.71942153846305,1935.0833803673304,2143.693374549941,669.137,18.489000000000004,-202.87301878884756,-1253.1943557610934,59.9,1695.5767553915457,5196.44621364801,3500.869458256464,-2620.939999999997,-1001.9727026449202
2008-07-01,2991.9188202673795,4958.914567341031,5658.472000000003,21338.372000000003,15679.9,-699.5574326589699,2838.1610186085863,3537.7184512675562,-2226.49065358187,-17.44865769553251,-2209.0419958863367,-1641.986524156951,-740.699016189923,-132.02733918907018,259.49490650821645,123.80000000000003,4535.4995914165265,-1854.0751498344027,498.5213207578547,0.0,1906.2466702043166,446.34980038794083,4012.078220251371,97.261,1679.4657,-58.17979251503493,-2177.1717277363364,11.8,2415.1265209995636,4809.1173481718815,2393.990827172318,-49.43000000000617,1419.7807711491469
2008-10-01,786.813150235379,2842.932107353865,3102.100000000002,15227.3,12125.2,-259.1678926461359,3062.562342005858,3321.730234651994,-2323.3321482299043,-6.019977105569254,-2317.312171124335,-1591.5095452234164,-678.9352209119811,-276.47159759396993,267.21319111141753,2.877871934875153,75.48051958601741,-1397.350130225368,227.79908276411192,0.0,1175.4658442465,449.6833687429802,689.2018439969411,-370.519,-652.4568507704334,-176.65929119505384,-1535.5184035723207,875.4,754.6888058144386,-382.88831007091676,-1137.5771158853554,-846.4599999999942,-714.2105025842368
2009-01-01,1190.691554368219,3367.8916563596194,3998.7,11954.2,7955.500000000001,-630.8083436403799,2755.1961460775024,3386.0044897178823,-2372.682644032955,-9.956582861754278,-2362.726061171201,-1760.2153728116166,-478.92567973179564,-239.1231794019908,195.48254204155307,22.06829677346122,1063.5869247070818,-1329.3757745103107,341.1049664236192,0.0,1974.0,-303.51925906607016,826.3948064878924,109.0,740.4418598797848,-73.10038822239378,96.14744161428615,-0.9,1300.3478927295025,1731.6305111573483,431.2826184278458,267.11999999999756,-149.17292643459837
2009-04-01,4297.825088293546,6449.404680281661,6799.4389999999985,15499.383,8699.944000000001,-350.03431971833925,2346.016204515654,2696.050524233993,-2419.5555729933885,-15.197303991075774,-2404.358269002312,-1590.089485403497,-667.8150981566309,-248.42321046085152,267.9759810052726,0.6000000000000001,3073.7653591863022,-581.0007108799007,-235.17712978298061,0.0,533.0,-187.17641890307988,-29.59654571041915,165.0,-480.5417455736879,10.40417268822471,-296.34937255149345,3.1,4379.982615776626,4536.052030586241,156.06941480961558,-698.7200000000034,-1224.6597291072444
2009-07-01,704.7218968971029,3041.6863621331686,3764.4879999999994,13837.668,10073.18,-722.8016378668308,2313.686856927278,3036.4884947941086,-2528.8122218018543,-21.413774529939563,-2507.398447271915,-1663.9376470370498,-668.7758846151677,-255.423970829359,191.84775656578728,54.716731891664914,556.7139102436709,-330.6616022199414,354.193000633289,0.0,1381.0,-696.1453971467696,817.1472475578253,304.0,-168.69819999999999,-54.286803448382074,-627.5586441094431,20.4,-1761.2617350942157,367.6944752691577,2128.9562103633734,1811.0900000000029,-202.72471854509695
2009-10-01,1060.8771443781552,3793.835811621282,4082.223,14499.733,10417.51,-288.38718837871784,3129.7221161143393,3418.109304493057,-2997.8245627447714,-12.790125727726526,-2985.034437017045,-2055.5499833928607,-733.187032864019,-255.45742076016558,264.8658955016453,2.5991993196064977,2018.7164232166647,-1064.5744335282575,251.42556647174246,0.0,1139.0,177.0,539.1976282873003,405.0,-428.668,-94.93484556236862,-467.9307827249317,1225.7,1351.6732284576196,-456.05594552361003,-1807.7291739812297,-33.27999999999786,955.240079518903
2010-01-01,-1632.519837076983,1950.372437308146,2520.9803576500017,13082.377999999999,10561.397642349997,-570.6079203418576,3164.9857716126107,3735.5936919544683,-3722.87549982267,-13.773383500087508,-3709.1021163225823,-2847.6851140544163,-667.3992089001506,-227.56923571767834,139.98322543753892,17.275787489199026,-1661.3944548280297,-3159.370290897717,428.18692860181744,0.0,2838.2704915623194,749.286727937215,-211.4730920317578,-33.0,11.3424,-215.44220712014686,405.25769915190466,23.4,1989.6489281014499,3095.527339745018,1105.878411643568,-303.60000000000474,-46.15040524024562
2010-04-01,2101.3834711938325,5372.556459675237,5936.739095549998,19117.864,13181.124904450004,-564.1826358747585,2987.7524546342515,3551.93509050901,-3486.394767101856,-11.665439274438022,-3474.7293278274174,-2657.321238525876,-563.2860467279334,-293.0692823314795,215.22177862045288,3.9,937.4883527963909,-1898.7373983172104,4.051640367444804,0.0,602.956110971215,1299.83292771344,-1082.5785625728925,-26.0,-994.4557978655796,-82.51140720076545,144.63417190807837,84.02500203350489,1730.3693116529846,2516.930758310981,786.5614466579966,2104.4100000000044,-1167.7951183974417
2010-07-01,-529.235555366864,2998.2291222077074,3532.1404606000015,18767.533000000003,15235.392539400002,-533.9113383922936,2968.076805894683,3501.9881442869764,-3649.646852774656,-15.6406838340557,-3634.0061689406007,-2829.264193648304,-540.1774868047823,-306.7899202324638,122.18217520008238,54.735,-816.5830661495959,-2906.16744392378,254.14112394263478,0.0,2523.6671434301697,636.641424436245,-309.07495391212734,285.0,-160.76398794086384,95.97241806000197,337.3385479112615,-798.7,1918.559331686316,2832.695745154902,914.1364134685859,1278.7999999999954,-342.0825107827319
2010-10-01,-1562.623950000674,2022.3626293872112,2157.249384689996,17338.097999999998,15180.848615310002,-134.88675530278397,3696.3283284672225,3831.2150837700065,-3688.6160842377726,-13.643839463637569,-3674.972244774135,-2827.4339856223883,-642.2789265569735,-239.4735721747528,103.62950484988687,2.5670972475690377,-2261.614119243607,-2403.6828129039473,278.38098747991114,0.0,1861.1432960344114,820.920504349447,-1659.067007900354,414.0,-82.53532752034094,130.96487469220102,1859.5668056878121,-20.98296888819647,744.3786704488895,271.8789871313754,-472.49968331751404,1077.740000000001,-701.5572664905021
2011-01-01,-2242.127762771077,1231.1823883278084,2082.902283180003,16706.599000000002,14623.696716819999,-851.7198948521955,3523.5022276790896,4375.222122531285,-3497.991282914907,-9.590201599983445,-3488.4010813149234,-2620.4239776439626,-673.1570393983031,-225.62431392221347,24.68113181601882,16.4506,-1876.309763218635,-3213.754561024705,430.0,0.0,2687.249215263329,956.5053457613757,-695.3641090160232,259.0,-208.44647687347333,-51.01726598408734,796.9348981266372,35.900902205972336,3156.3980046161178,4629.268955633575,1472.8709510174579,-1159.489999999997,349.36739955244184
2011-04-01,508.98821868245795,4117.736926043639,4899.552325639997,22833.188,17933.63567436,-781.8153995963576,3347.595341351459,4129.4107409478165,-3766.2691182055846,-10.843110220494687,-3755.42600798509,-2751.0858806962046,-726.3829733408654,-298.84400786772835,157.52041084440071,1.1500000000000001,168.13483168247285,-631.5065663162366,404.00000000000006,0.0,788.8942828070477,246.61228350918884,-84.94875826205532,301.0,-13.401045105148205,85.83998658016625,286.70772657674087,161.25613773997824,497.6140185207846,4384.256089820448,3886.6420712996637,225.72000000000185,-342.0033869999851
2011-07-01,-1516.1098604558538,1926.9628621483462,2809.7430103399965,23303.707,20493.963989660002,-882.7801481916476,3450.411395203342,4333.19154339499,-3654.5385807581442,-15.83747443308576,-3638.7011063250584,-2703.664943393489,-652.551880315066,-300.5314750769631,211.465858153944,44.622,-3477.044647940562,-1390.3112757506183,329.0,0.0,1751.6352615659441,-32.32398581532581,-142.7218663064376,-299.0,46.599297177139455,126.62088376098507,-236.29972027740803,32.9471578232777,1176.561336293219,5621.4169549186245,4444.855618625405,-3153.5200000000027,-2005.5567874847081
2011-10-01,-2090.931787850728,1922.560873193739,2558.7334676300015,20276.214999999997,17717.481532369995,-636.1725944362634,4175.472311149591,4811.644905585855,-4154.268117972493,-9.627091493756737,-4144.641026478737,-3061.1804400372043,-692.599972022326,-402.8538764916964,140.7754569280254,0.5012462235649546,-66.98339574580405,-4116.358541589941,325.0,0.0,3012.581817155781,1428.7767244341596,779.8005773081763,-458.0,-19.371690395355266,-369.6392651241902,-887.5330025793413,2126.07720252451,3164.117366011451,4378.503231504154,1214.3858654927035,-2020.6200000000008,2023.4471458813591
2012-01-01,-1782.4693827268384,1824.0134859039244,3047.2720055099962,17652.114999999998,14604.842994490002,-1223.2585196060713,3842.869119572199,5066.12763917827,-3756.498343929285,-12.405693889000027,-3744.0926500402848,-2677.100653656897,-655.7591469339927,-421.6229677433313,150.01547529852422,0.8500000000000005,-2004.7884741421124,-4153.610510602022,516.0,0.0,3506.0010319718494,1163.6094786301724,-1906.213792623099,-377.0,-5.309218086742252,-29.21544072942609,1553.1200152657827,9.051,3376.1848290830085,3047.2187148590324,-328.9661142239761,669.8,-223.1690914152739
2012-04-01,498.9083731358187,3572.47767028978,4601.251090010006,20646.265000000003,16045.013909989997,-1028.7734197202276,3354.2621306983897,4383.035550418617,-3271.4628580248896,-10.471456859023519,-3260.991401165866,-2303.1263428594993,-683.713390840485,-287.49776613337366,197.89356087092932,22.19029956881956,258.87385251624335,-3611.947769195852,229.95596358627824,0.0,2733.990774045563,1107.9129587365674,425.71058259114426,270.0,171.59212753939562,-11.121692031448589,27.003236979699935,0.588,4143.353039120945,4680.424105591402,537.0710664704566,-698.8299999999946,-262.2248201883949
2012-07-01,66.35741671302821,3228.6406808067914,4244.942988290008,21920.104000000003,17675.161011709995,-1016.302307483214,3413.5738365974407,4429.876144080655,-3329.3444134664896,-23.25157689425302,-3306.0928365722366,-2250.397105845955,-644.0238344753311,-425.54939000707475,167.061149372726,28.495,-519.4454761566881,-3106.1195619114746,55.32945702502828,0.0,2868.3115745695636,293.13744436693923,1401.3610500210946,-105.0,-64.06893361298445,-115.98139770663207,-1454.4485859274469,26.028,2885.7750357336954,2375.559254080945,-510.2157816527506,-1726.4900000000034,-614.2978928697163
2012-10-01,-920.8367675549671,2318.5562255676596,3147.446702729998,19865.170999999995,16717.724297269997,-828.8904771623365,3636.395642689681,4465.286119852018,-3396.535011632337,-16.643199220425373,-3379.891812411912,-2385.6247022015846,-675.0039336053292,-335.5034057956861,157.14201850971142,-3.651255000000001,-522.7755159956337,-3397.4064970584445,253.5641574450214,0.0,3095.5129116374583,555.4577428660076,229.06048558306577,343.0,31.710939485976304,21.41081217129936,124.2396417316112,2872.51446603051,1322.2560294492378,-381.1446688294053,-1703.4006982786432,-1549.2000000000025,401.7125065593334
2013-01-01,-3885.8261854593075,-718.6645125658542,1011.6118350900069,16467.468853150007,15455.85701806,-1730.276347655862,3401.6055687837907,5131.881916439653,-3342.8310924712796,-13.684879695937681,-3329.146212775342,-2341.0170613872165,-659.7144773405951,-342.25004340114083,175.6694195778245,1.0157562184378577,-4667.634965995302,-1941.4933847272007,243.60749222774285,0.0,3194.1008769549435,-1009.0,-278.4842833055191,-74.89819768380124,44.54500284344578,79.65413738406131,168.47695108110236,-12.23927698071179,148.01197901812884,517.683648915312,369.67166989718316,-2583.4299999999994,-782.8245367544323
2013-04-01,-325.7456782299414,2502.613164062066,3779.5584929899305,22803.208976469934,19023.650483480003,-1276.9453289278645,3222.503750799415,4499.449079727279,-3280.780997060654,-16.07964108078778,-3264.7013559798665,-2271.887842122416,-675.0197613451829,-328.39670779712276,452.4221547686433,0.26783750000000006,-734.449881623045,-2920.3769126504467,331.1225785395146,0.0,2925.499491189961,326.0,945.2573803610182,351.5846601230353,52.77902706696106,27.30843443254769,-568.2021276035695,-14.421741732563984,3965.7813923989465,3076.34836730333,-889.4330250956164,-2710.689999999999,-408.9720408931036
2013-07-01,-3022.1045969075094,9.11462509811463,1363.0301404699749,20605.215959379973,19242.18581891,-1353.9155153718589,3185.852310140524,4539.767825512383,-3262.5218748665707,-19.489732749560623,-3243.03214211701,-2227.60735402081,-666.6334334765746,-356.4580205351915,231.30265286095016,32.6452675,-4238.5788860752255,-2512.581247886782,319.56398776899573,0.0,2533.145235655778,299.0,189.68897494249399,-223.9421850740325,155.9007030124636,-4.229545442164116,-253.50091156189876,1.5735580690479694,667.6398288000131,607.775717905944,-59.86411089406906,-2584.8999999999987,-1249.119556667716
