indice_tiempo,ica_expo_totales,ica_exportacion_productos_primarios,ica_exportacion_manufacturas_origen_agropecuario,ica_exportacion_manufacturas_origen_industrial,ica_exportacion_combustible_energia,ica_importaciones_totales,ica_importaciones_bienes_capital,ica_importaciones_bienes_intermedios,ica_importaciones_combustibles_lubricantes,ica_importaciones_piezas_accesorios_bienes_capital,ica_importaciones_bienes_consumo,ica_importaciones_vehiculos_automotores_pasajeros,ica_importaciones_resto,ica_bienes_capital_partes_piezas,ica_bienes_intermedios_combustibles_lubricantes,ica_importaciones_bs_consumo_vehiculos_automotor_pasajeros,ica_saldo_comercial
2001-07-01,2353.030752,589.173275,669.094289,692.301389,402.461799,1769.34889,344.378732,628.253567,87.345077,304.517156,337.213689,66.72971,0.910959,648.895888,715.5986439999999,404.854358,583.6818620000001
2001-08-01,2510.006543,612.551971,751.181103,680.784353,465.489116,1822.26093,381.724962,632.844049,99.443568,301.010385,342.522745,64.151163,0.564058,682.735347,732.2876170000001,407.237966,687.745613
2001-09-01,2192.274464,478.828023,614.142014,705.453253,393.851174,1431.492715,287.688872,517.687273,56.332132,223.674535,311.691342,33.97477,0.443791,511.363407,574.019405,346.109903,760.781749
2001-10-01,2050.485358,278.306668,725.001499,696.565129,350.612062,1511.836087,285.401383,543.254848,43.084443,257.35089,345.560316,36.490707,0.6935,542.7522730000001,586.339291,382.74452299999996,538.649271
2001-11-01,2070.303061,262.829509,714.454515,703.135651,389.883386,1333.733876,228.146117,518.358787,43.640828,200.19325,304.820564,38.09509,0.47924,428.33936700000004,561.999615,343.394894,736.5691850000001
2001-12-01,1954.068883,358.849421,652.906096,588.18299,354.130376,931.90529,217.508091,333.312828,36.904595,131.892603,194.401761,17.072546,0.812866,349.40069400000004,370.21742300000005,212.287173,1022.1635929999999
2002-01-01,1817.821769,450.28883,535.267417,521.963311,310.302211,850.579913,157.204826,378.994287,29.968591,125.361338,146.639816,11.801558,0.609497,282.566164,408.962878,159.050871,967.2418559999999
2002-02-01,1781.933597,368.162846,487.520291,611.606567,314.643893,627.759578,95.441463,275.91061,36.354165,96.140381,112.414694,11.088802,0.409463,191.581844,312.26477500000004,123.912959,1154.174019
2002-03-01,2112.397988,548.074781,536.17141,651.254722,376.897075,592.89003,87.237558,246.76275,45.368992,99.788862,90.434019,22.665858,0.631991,187.02642,292.13174200000003,113.731868,1519.5079580000001
2002-04-01,2181.683896,570.455216,627.662299,595.009893,388.556488,612.000097,63.963777,298.827807,36.83005,118.671147,87.234467,5.804841,0.668008,182.634924,335.65785700000004,93.70731599999999,1569.683799
2002-05-01,2369.474217,632.241809,698.985513,711.360368,326.886527,861.772801,158.726257,396.273423,60.435673,135.285315,96.308158,14.186972,0.557003,294.011572,456.709096,111.052133,1507.7014159999999
2002-06-01,2226.4524,531.822663,684.441216,636.836894,373.351627,682.741867,69.675189,345.707267,57.200218,131.171965,72.395778,5.838682,0.752768,200.847154,402.907485,78.98722800000002,1543.7105330000002
2002-07-01,2244.532617,464.236945,791.89391,670.273486,318.128276,811.047619,86.34936,440.432204,44.588544,142.682464,81.944303,14.242464,0.80828,229.03182400000003,485.020748,96.995047,1433.484998
2002-08-01,2176.77287,427.001056,709.57159,636.581841,403.618383,762.017442,85.612915,382.897552,31.638556,160.809927,84.84065,15.384132,0.83371,246.422842,414.536108,101.05849199999999,1414.755428
2002-09-01,2296.652424,370.460765,835.086084,669.228504,421.877071,719.03624,91.840248,365.7269,29.81324,129.316265,85.819488,15.667259,0.85284,221.156513,395.54014,102.33958700000001,1577.616184
2002-10-01,2258.078685,279.240725,787.053691,701.920914,489.863355,875.887994,161.301181,428.597437,39.170484,140.653979,86.867583,18.445846,0.851484,301.95516,467.767921,106.164913,1382.1906909999998
2002-11-01,2160.459019,321.885771,741.799815,605.985098,490.788335,808.925851,104.667699,415.162269,35.512387,146.734701,90.835832,15.179652,0.833311,251.4024,450.67465599999997,106.848795,1351.533168
2002-12-01,2024.339229,308.703369,702.403567,589.310234,423.922059,784.885921,117.771339,369.811495,35.341018,138.074238,99.197012,23.385387,1.305432,255.845577,405.152513,123.887831,1239.4533079999999
2003-01-01,2194.600115,370.35349,753.615504,607.407919,463.223202,798.965113,96.300775,423.973575,41.363525,136.22486,88.500221,11.690994,0.911163,232.52563500000002,465.33709999999996,101.102378,1395.6350020000002
2003-02-01,2128.348099,428.562436,706.271563,520.12542,473.38868,776.897236,114.511506,390.455524,38.293964,131.55401,88.108937,13.256141,0.717154,246.065516,428.74948800000004,102.08223199999999,1351.4508629999998
2003-03-01,2252.140654,507.637171,678.495972,641.022722,424.984789,933.671292,201.05768,426.986108,34.298686,159.565522,97.027439,13.852896,0.882961,360.623202,461.284794,111.763296,1318.4693619999998
2003-04-01,2458.771586,814.762614,662.055442,594.653119,387.300411,1109.900313,180.06337,525.552222,53.139875,186.211828,128.417864,35.590802,0.924352,366.275198,578.692097,164.933018,1348.8712729999997
2003-05-01,3122.970139,898.917291,864.310822,957.103502,402.638524,1085.073495,152.683301,536.803492,59.122639,184.060344,125.404555,26.029639,0.969525,336.743645,595.926131,152.403719,2037.896644
2003-06-01,2874.302247,909.610853,886.388044,658.448693,419.854657,1149.080471,179.687443,534.58596,61.500779,181.906962,147.349396,42.900399,1.149532,361.594405,596.086739,191.399327,1725.221776
2003-07-01,2835.561342,815.672222,917.47846,644.653358,457.757302,1259.782508,210.569511,575.72733,46.239525,206.075704,168.876432,51.05717,1.236836,416.645215,621.966855,221.17043800000002,1575.778834
2003-08-01,2346.896698,403.893268,840.280832,606.823289,495.899309,1135.068814,176.782067,524.548437,37.646632,198.886504,151.302499,44.710817,1.191858,375.66857100000004,562.195069,197.205174,1211.827884
2003-09-01,2368.509313,339.077156,867.260403,696.371918,465.799836,1318.22355,245.849931,575.619592,39.183944,217.944966,171.785933,66.871315,0.967869,463.794897,614.803536,239.625117,1050.285763
2003-10-01,2441.194198,319.869864,947.327605,732.546226,441.450503,1439.599106,264.288139,607.070695,43.657334,250.85529,208.62121,64.081589,1.024849,515.143429,650.728029,273.727648,1001.5950920000002
2003-11-01,2453.730904,334.885845,981.534503,659.641509,477.669047,1336.225802,252.81601,515.976057,54.100537,248.761943,194.978102,68.580274,1.012879,501.577953,570.076594,264.571255,1117.505102
2003-12-01,2461.72732,327.786151,899.067238,728.06645,506.807481,1508.286436,375.04597,571.914203,41.259058,232.45223,216.002646,70.111,1.501329,607.4982,613.173261,287.614975,953.4408839999999
2004-01-01,2322.450679,434.661098,858.538257,587.595138,441.656186,1608.575067,507.070979,592.404385,58.417359,228.114913,163.01275,52.541995,7.012686,735.185892,650.8217440000001,222.56743100000003,713.875612
2004-02-01,2395.035139,415.13754,940.540346,628.56695,410.790303,1363.731431,303.029737,556.003629,44.850202,223.099589,155.900925,72.420495,8.426854,526.129326,600.853831,236.74827399999998,1031.3037080000001
2004-03-01,2657.573743,511.365779,883.874646,748.945032,513.388286,1690.058163,340.167822,710.416246,39.959885,308.035509,197.9737,81.511212,11.993789,648.2033309999999,750.376131,291.478701,967.51558
2004-04-01,3039.747864,893.276022,1015.680587,672.510393,458.280862,1650.876869,372.902361,628.988881,67.969772,302.192361,178.64831,87.162646,13.012538,675.094722,696.958653,278.82349400000004,1388.870995
2004-05-01,3394.395773,934.62311,1199.556717,760.79588,499.420066,1792.15734,336.764896,695.376782,130.610785,303.344987,201.907342,109.697283,14.455265,640.1098830000001,825.987567,326.05989,1602.2384330000002
2004-06-01,2950.695035,639.642371,1046.948411,787.740696,476.363557,2039.339799,416.388331,739.856319,192.506324,332.465542,215.550862,127.086228,15.486193,748.853873,932.3626429999999,358.123283,911.3552360000001
2004-07-01,3034.288112,654.617395,1090.807801,784.400919,504.461997,1969.827469,439.09088,741.489953,109.064609,331.818764,214.73985,118.936997,14.686416,770.9096440000001,850.554562,348.363263,1064.4606430000001
2004-08-01,2944.953517,608.9714,994.954964,828.248706,512.778447,2031.629332,440.434041,817.720796,72.528441,341.288282,215.826403,129.261887,14.569482,781.722323,890.249237,359.657772,913.3241849999999
2004-09-01,3001.937097,540.616568,967.863521,840.778713,652.678295,2025.221298,519.375224,747.600931,66.571858,318.311713,244.041043,116.18308,13.137449,837.686937,814.172789,373.361572,976.7157990000001
2004-10-01,2830.652208,318.626455,947.983628,950.911991,613.130134,1972.50071,462.372933,723.162426,81.919674,322.713673,254.674329,113.379943,14.277732,785.086606,805.0821,382.332004,858.151498
2004-11-01,3041.861773,440.133818,1047.949453,1015.42126,538.357242,2192.617922,526.324522,833.969437,71.214718,362.5841,290.025981,93.1797,15.319464,888.9086219999999,905.1841549999999,398.525145,849.2438510000002
2004-12-01,2962.142762,460.325133,931.633657,1010.463491,559.720481,2108.745995,584.245197,725.150803,67.707096,355.559328,265.87386,94.982821,15.22689,939.804525,792.857899,376.083571,853.3967669999997
2005-01-01,2781.105834,508.069267,902.554747,828.721398,541.760422,1901.013368,414.775397,766.878877,86.204834,333.851497,215.259447,72.577251,11.466065,748.626894,853.083711,299.302763,880.0924660000001
2005-02-01,2606.256268,500.579873,838.735013,831.014551,435.926831,1867.287144,395.336593,739.577823,86.010411,307.208628,216.621515,114.084934,8.44724,702.545221,825.5882339999999,339.15368900000004,738.9691240000002
2005-03-01,3054.434593,656.222059,972.020431,916.2552,509.936903,2197.568086,469.991165,881.839474,79.084763,401.135034,233.058332,122.527357,9.931961,871.126199,960.924237,365.51765,856.8665069999997
2005-04-01,3560.857241,939.068339,1039.671591,1008.039167,574.078144,2379.914676,517.107523,875.863612,184.347743,437.072297,243.40266,107.284846,14.835995,954.1798200000001,1060.211355,365.523501,1180.9425650000003
2005-05-01,3695.289604,1028.903986,1121.712697,997.304576,547.368345,2475.966974,504.224742,921.800853,192.44659,465.41582,247.432677,133.0582,11.588092,969.640562,1114.247443,392.07896900000003,1219.3226300000001
2005-06-01,3450.194061,789.589027,1132.288234,928.947764,599.369036,2723.616025,735.482566,911.891484,201.348985,458.224116,254.952021,149.356897,12.359956,1193.706682,1113.240469,416.668874,726.5780360000003
2005-07-01,3601.002091,831.803651,1167.940995,1016.60387,584.653575,2349.035213,539.648485,857.856742,153.765463,405.358958,257.289104,125.965501,9.15096,945.007443,1011.6222050000001,392.405565,1251.9668779999997
2005-08-01,3837.365402,771.111688,1291.226105,1071.790729,703.23688,2625.668765,624.331875,912.022149,128.121405,449.567918,294.513044,205.464875,11.647499,1073.899793,1040.143554,511.62541799999997,1211.696637
2005-09-01,3482.929591,577.067534,1131.642619,1061.418057,712.801381,2468.084267,652.356617,814.534925,110.351253,445.893132,307.071896,126.473472,11.402972,1098.249749,924.8861780000001,444.94834,1014.8453239999999
2005-10-01,3398.857098,433.101699,1192.601218,1119.025398,654.128783,2502.677288,660.953109,831.582873,98.284058,451.405407,306.161735,144.703305,9.586801,1112.358516,929.8669309999999,460.451841,896.1798100000001
2005-11-01,3273.907216,363.84687,1148.271045,1144.666361,617.12294,2701.127099,742.894446,917.397095,98.048104,459.110023,323.142293,150.486491,10.048647,1202.004469,1015.445199,483.677431,572.7801170000002
2005-12-01,3644.568092,711.261299,1202.618359,1061.015352,669.673082,2494.934538,679.070823,842.141042,127.377309,385.926746,299.864121,149.961335,10.593162,1064.997569,969.5183509999999,460.41861800000004,1149.633554
2006-01-01,3187.531177,575.224172,1116.574616,846.428801,649.303588,2323.638112,521.717064,891.958774,99.619915,379.050506,261.268511,161.043749,8.979593,900.76757,991.5786889999999,431.291853,863.8930649999998
2006-02-01,3089.947949,566.794717,1040.095413,895.642557,587.415262,2326.038661,546.42943,827.447972,99.807615,421.382732,261.617949,160.207926,9.145037,967.812162,927.2555870000001,430.970912,763.9092879999998
2006-03-01,3647.990741,704.605302,1134.064724,1210.793438,598.527277,2722.105671,634.381882,971.392834,124.73633,507.17448,307.085216,166.163712,11.171217,1141.556362,1096.129164,484.420145,925.8850700000003
2006-04-01,3925.341341,971.17644,1124.568778,1119.685602,709.910521,2545.466974,629.998178,842.835198,132.514768,483.904496,287.878679,156.909164,11.426491,1113.902674,975.349966,456.21433399999995,1379.874367
2006-05-01,4181.28525,919.834573,1332.889855,1328.830243,599.730579,2825.927528,649.90923,984.372371,132.292167,525.445923,340.712605,182.734286,10.460946,1175.355153,1116.664538,533.9078370000001,1355.3577219999997
2006-06-01,3847.778902,760.287073,1167.743369,1203.655798,716.092662,2859.179374,638.286629,988.656241,217.287539,517.235441,306.080551,181.371242,10.261731,1155.52207,1205.94378,497.713524,988.5995280000002
2006-07-01,3816.863287,629.396227,1305.835687,1224.254339,657.377034,2852.366353,653.709246,989.638883,179.498386,561.594293,303.860217,155.269207,8.796121,1215.303539,1169.137269,467.92554499999994,964.4969340000002
2006-08-01,4246.164905,809.029822,1389.329301,1401.558898,646.246884,3280.79365,780.566154,1119.046675,222.492639,601.578541,369.979956,178.13068,8.999005,1382.144695,1341.539314,557.109641,965.3712549999996
2006-09-01,4048.108245,606.191646,1367.560121,1434.415312,639.941166,3169.427338,816.093412,1069.911157,184.307293,583.122483,354.726592,151.292699,9.973702,1399.2158949999998,1254.21845,515.992993,878.6809069999999
2006-10-01,4203.734877,710.025985,1471.344651,1305.749691,716.61455,3255.114048,815.241872,1094.031139,140.119813,611.381789,379.920401,205.173711,9.245323,1426.623661,1234.150952,594.339435,948.620829
2006-11-01,4110.081663,685.807569,1338.815844,1463.114599,622.343651,3237.230204,738.36033,1135.597738,119.474102,657.01634,394.351829,182.255243,10.174622,1395.37667,1255.0718399999998,586.781694,872.851459
2006-12-01,4241.374428,686.994912,1476.122879,1408.769042,669.487595,2756.394597,723.270491,940.979714,80.000709,505.858478,340.093729,156.526248,9.665228,1229.1289689999999,1020.980423,506.285205,1484.979831
2007-01-01,3389.549992069999,608.6586779900001,1109.3089311199994,1114.3508365099992,557.23154645,2951.042255280001,688.38431723,1116.2164428900005,121.38437359000002,531.2427686699999,331.90709277999986,154.2511408,7.656119319999999,1219.6270858999999,1237.6008164800005,493.8143528999999,438.50773678999803
2007-02-01,3587.3380862500007,640.8926523199997,1236.7863268200006,1152.1884826000007,557.4706245100001,2790.7812133899997,679.3205127699999,986.0672308700001,83.25576312999998,510.58031129,313.13030805,209.28809406,9.138993220000001,1189.9008240599999,1069.322994,531.55739533,796.556872860001
2007-03-01,4172.585854390002,905.2904233500002,1258.3859260100012,1398.7277908300014,610.1817141999999,3422.11019552,828.8126372700002,1185.31632298,123.90884765000001,637.1377624000003,386.66161946,249.78726704000002,10.48573872,1465.9503996700005,1309.22517063,646.93462522,750.475658870002
2007-04-01,4298.555498040003,1166.714030060001,1349.0422353200008,1188.38087591,594.4183567500002,3060.8982461999994,715.5236185699999,1075.4705304899999,116.10313810999999,596.33429652,346.24789267000006,201.31367289,9.905096949999999,1311.85791509,1191.5736685999998,557.4666625100001,1237.6572518400035
2007-05-01,4855.844752780002,1261.326803350001,1580.1866416099986,1401.4873783100015,612.8439295099998,3542.11578779,839.0684572000004,1214.9705369699998,185.77561679,653.9295666499999,378.8306990200004,260.20174614,9.33916502,1492.9980238500002,1400.7461537599997,648.3716101800004,1313.7289649900017
2007-06-01,4521.093598310001,1106.3930544800012,1506.3612137999992,1412.62978897,495.70954106,3578.9387432399994,795.7979218899998,1219.1064751799993,336.14214837,661.1665528000001,373.02453918000015,183.62382150000005,10.07728432,1456.9644746899999,1555.2486235499991,566.7256450000002,942.1548550700013
2007-07-01,4614.2473973000015,1123.571868290001,1671.0758672100005,1362.8945257200003,456.70513608000005,4125.808592359999,886.3762493799999,1388.4609612400002,469.17395550999987,680.8744542799999,435.9989399900001,254.74941110000006,10.17462086,1567.2507036599998,1857.63491675,700.9229719500001,488.4388049400022
2007-08-01,4921.64104283,1156.2231803799998,1699.9083665099993,1562.6632453900006,502.84625055,4606.396253120001,1053.9872171000004,1484.6523465000005,544.9677658700002,796.1718004600002,483.37474949000006,232.64798405000008,10.59438965,1850.1590175600006,2029.6201123700007,726.6171231900001,315.24478970999826
2007-09-01,4827.809136579996,1092.1052801299995,1773.371095589998,1496.4505739399992,465.8821869199998,3963.060971409999,866.6751875099997,1456.1881800499996,254.94288638000003,672.5056429499999,471.7586781400002,230.47500209,10.51539429,1539.1808304599995,1711.1310664299997,712.7490745200002,864.7481651699973
2007-10-01,5580.779716909999,1196.8561865999998,2060.080213609999,1617.8841042,705.9592125,4400.47768436,973.9004744100001,1542.7552724100003,229.57093314,842.3186943100002,559.6124567900002,242.61397609,9.70587721,1816.2191687200002,1772.3262055500004,811.9323100900002,1180.3020325499983
2007-11-01,5424.214016389998,1002.4190323500003,1988.657932939999,1702.5724844299984,730.5645666699999,4384.4998271800005,1084.3828870700002,1465.1707124000002,194.23902003000003,817.8140827400001,548.3629484400001,265.75948942,8.77068708,1902.1969698100002,1659.4097324300003,822.8931249400001,1039.7141892099971
2007-12-01,5786.649493790001,1225.1208033000005,1979.9080721300015,1922.5556380899995,659.0649802699999,3881.333625869999,1104.1018484499991,1236.89687487,185.12705353999993,665.05569398,458.35544381000005,223.82173466999998,7.97497655,1769.157542429999,1422.0239284099998,690.15215503,1905.3158679200014
2008-01-01,5818.32826609,1612.6778957899996,2058.1196480399994,1488.6798474400002,658.85087482,4478.526454259999,1167.9299639999997,1613.1040491499996,101.67576428999999,783.9918682299997,495.34833915999997,308.33768537000003,8.138784059999999,1951.9218322299994,1714.7798134399995,811.82480859,1339.8018118300015
2008-02-01,5225.658045969997,1181.7337789899993,1787.223142439997,1462.3629020400012,794.3382225,4209.776815439999,1141.4776984499997,1530.91874903,129.58101441000002,640.6294306200001,462.2721181099997,296.71934527,8.17845955,1782.1071290699997,1660.4997634400002,767.1699229299996,1015.881230529998
2008-03-01,4990.844420660001,1034.26980941,1503.70844112,1710.0082387600012,742.8579313699998,4163.39683265,982.9562425400001,1428.4301062699997,191.38080029999998,776.91620093,434.2838365199999,340.09860937,9.33103672,1759.87244347,1619.8109065699996,783.7134826099999,827.4475880100008
2008-04-01,5845.656352610001,1553.89211762,1799.6203219900012,1669.6850357799995,822.45887722,4929.5734442600005,1086.99528327,1785.4517473800001,329.47368912,880.8256656099998,518.0566087200001,319.27136394,9.49908622,1967.8209488799998,2114.9254365,846.8270588800001,916.0829083500003
2008-05-01,6240.288925699999,1652.4091866899992,2266.4451394300017,1772.5898697699986,548.8447298099999,5200.464704700001,1053.8018419100001,1769.05693781,641.6948457999997,888.7287934900003,505.5665305500004,332.72600693000004,8.88974821,1942.5306354000004,2410.7517836099996,847.1822856900004,1039.824220999998
2008-06-01,5407.031526669999,1443.3685642999994,1713.3751385099986,1741.8530373300005,508.4347865300002,5195.991739640001,989.1961011899998,1758.8526178400007,731.43706363,864.5760979400001,482.66454849999997,360.04148791999995,9.22382262,1853.77219913,2490.2896814700007,851.9298590399999,211.03978702999848
2008-07-01,7010.518236980002,2096.3302494799996,2243.0958028000005,1973.0302213300017,698.0619633700003,6046.82699384,1199.4363629499999,2123.86335594,796.7525801900002,996.6913552099998,548.96388788,370.70454388,10.41490779,2196.12771816,2920.61593613,930.08333955,963.6912431400024
2008-08-01,7366.700279969999,1723.1905579599993,2609.86894139,2141.18812438,892.45265624,5158.74708221,1057.9620981799997,1825.5491150699997,452.87834505,935.5457354100001,534.66937119,342.75546701,9.386950299999999,1993.5078335899998,2278.4274601199995,886.8117885,2207.953197759999
2008-09-01,6918.725594860006,1434.8924777500015,2517.614768529999,2298.1789372600056,668.0394113199998,5310.894733420001,1065.8843010000003,1908.5048247599998,425.0000780699999,947.1734026900004,594.19017929,359.14631171999997,10.995635890000003,2013.0577036900008,2333.5049028299995,964.3321268999999,1607.8308614400048
2008-10-01,6061.192407920006,1115.033932000001,2172.772612980004,2141.8744457100006,631.5114172299999,5128.95839239,1085.9938254300002,1899.3278300099998,248.29456962999998,927.2106820799996,623.86797327,334.84455851,9.41895346,2013.20450751,2147.62239964,968.1314852400001,932.2340155300062
2008-11-01,4902.924954899999,700.7574552899993,1747.1740888600018,2022.3500090999983,432.64340164999993,4182.293451260001,1020.2480822700005,1411.37770895,146.39143507000003,782.6690170100002,518.4342925200001,294.7863766700001,8.386538770000001,1802.9170992800007,1557.7691440199999,821.6072079600002,720.6315036399974
2008-12-01,4230.970419800001,653.1618900800001,1486.9784568700002,1641.5672879400013,449.2627849099999,3457.00171288,923.6730696099996,1171.5292148100002,138.69692708999997,533.6691690700001,466.27691070000003,214.20026115,8.956160449999999,1457.3422386799998,1310.2261419000001,689.4333323,773.9687069200008
2009-01-01,3714.7217961699976,708.2140612499995,1488.44140323,1090.4602515899999,427.60608010000004,2760.0656236899995,618.6518954,1015.41554374,93.24857419,520.25358712,379.54593389999997,123.73021870000001,9.21987064,1138.90548252,1108.66411793,512.49602324,954.6561724799981
2009-02-01,3944.7629905999984,687.5396085200003,1559.0695233699998,1195.6753934100002,502.47846529999987,2663.27301001,615.08737078,891.73731588,165.44992984,448.42292532,356.83120174,177.54453329,8.199733160000001,1063.5102961,1057.18724572,542.57546819,1281.4899805899986
2009-03-01,4263.70691454,842.2795077900008,1558.86685517,1371.89536671,490.66518487,2888.35593094,644.75944312,1039.6020241,89.37389495000001,524.68264326,414.66447001999995,164.64234926,10.631106229999999,1169.44208638,1128.9759190500001,589.9379255099999,1375.3509836000003
2009-04-01,5052.296555149998,1170.9814853499997,1826.83913005,1353.26044478,701.21549497,2776.6213251099994,584.45929332,941.1532379199999,185.52724402,484.23721802999995,400.20734681,166.43190163,14.605083379999998,1068.69651135,1126.68048194,581.24433182,2275.675230039999
2009-05-01,5203.363115449999,1047.25211587,1991.17199754,1568.2524548499998,596.6865471899999,2660.0054315000007,537.90104452,844.09176181,207.72959774,513.98869643,357.58200930000004,187.42099911000003,11.29132259,1051.88974095,1051.82135955,556.2943310000002,2543.3576839499983
2009-06-01,5211.30189334,810.9687669299996,2153.83726771,1646.44847257,600.0473861299998,3618.9275719099996,953.1596789700001,993.27424129,431.32129464999997,606.76237733,391.51988662,229.14168474000002,13.748408309999999,1559.9220563000001,1424.59553594,634.40997967,1592.3743214300002
2009-07-01,4924.716174380002,804.4282442800001,1997.27515884,1626.0025613900002,497.01020987,3588.91326078,732.7111788999999,1071.67345431,453.15656402999997,682.08364095,436.66572327999995,201.29499965,11.32769966,1414.7948198499998,1524.83001834,649.28842259,1335.8029136000014
2009-08-01,4351.908532070003,832.28266755,1639.31424496,1523.61109062,356.7005289400001,3255.18471978,665.76268973,985.9369871499999,377.5383622,619.83127984,382.58511544,213.67431569,9.85596973,1285.59396957,1363.47534935,606.1154008599999,1096.7238122900035
2009-09-01,4530.722964509997,553.9898734100001,1774.21670707,1744.94172864,457.5746553899998,3665.91725513,865.0010350800001,1190.09902747,189.86353183,722.5623084299999,472.90469611000003,214.74211144999998,10.74454476,1587.5633435099999,1379.9625593,698.3913523200001,864.8057093799971
2009-10-01,4807.72672213,497.7394748699999,1787.6580789500001,1831.0540839300002,691.27508438,3656.2369644499995,842.51705008,1210.57488097,172.50411112,711.7066926599999,463.18558731,245.49896065000001,10.24968166,1554.22374274,1383.0789920900002,718.93422962,1151.4897576800004
2009-11-01,4872.384002690004,545.1996396500002,1781.99753802,1976.12585872,569.0609663,3651.1853661899995,860.23780298,1216.81965764,105.13245114,709.00460177,487.39184407,263.22528378,9.37372481,1569.2424047499999,1321.9521087800001,759.99085266,1221.1986365000048
2009-12-01,4794.484975099998,756.1024881000003,1666.13408097,1805.96442393,566.2839820999999,3601.5828810599996,818.3884833200001,1160.42060054,155.34582744,686.04318656,444.72168925,324.89535945999995,11.76773449,1504.43166988,1315.76642798,781.3847831999999,1192.9020940399987
2010-01-01,4408.1579867,799.5082103499997,1456.88710128,1554.01762482,597.74505025,3209.1928459700007,663.5447142999999,1091.10812448,144.37967006,601.89409501,444.13714489999995,250.12377699,14.00532023,1265.43880931,1235.48779454,708.26624212,1198.9651407299993
2010-02-01,3958.948565239999,544.7270904199999,1363.44690455,1481.63965546,569.1349148099999,3455.0710790100006,804.51015018,1129.01700613,146.92634044,617.4764598099999,425.15399682,321.91409566000004,10.073029969999997,1421.98660999,1275.94334657,757.14112245,503.87748622999834
2010-03-01,4687.49526522,920.2400537100007,1206.49822176,1930.51612196,630.2408677899998,4402.85408075,1000.17765539,1422.347716,243.01275285,850.57730861,523.0080440400001,347.33596338999996,16.394640470000002,1850.7549640000002,1665.36046885,886.7386479,284.64118446999964
2010-04-01,6208.021781589999,1781.8859912000005,1935.12814299,1945.8769503699998,545.1306970299999,4101.00544529,831.1488897300001,1340.80384119,268.35527235,869.63502071,476.53622882,299.98967243,14.536520060000003,1700.78391044,1609.15911354,791.0624213100001,2107.0163362999983
2010-05-01,6502.822667649999,2042.0317462799997,2032.42178852,1878.96380367,549.4053291800001,4575.37831366,835.9105199500001,1362.65325377,587.3449736499999,959.50667415,481.1698015,337.16456335000004,11.628527290000001,1795.4171941,1949.99822742,829.96289214,1927.4443539899994
2010-06-01,6369.262842410002,1901.6336677000004,2022.8632518699999,2026.28251304,418.48340979999995,5151.02501749,981.8113436900001,1497.61019669,813.91476425,956.17152446,516.99217016,375.08702027,9.43799797,1937.98286815,2311.52496094,901.5171883999999,1218.237824920002
2010-07-01,5983.804099649999,1489.7711319800007,2072.22732962,1989.63457531,432.17106273999997,5290.504700019999,922.46519528,1593.38168707,815.68825463,1013.27500599,536.60648794,398.00918261000004,11.078886499999998,1935.74020127,2409.0699417,945.69455705,693.2993996300002
2010-08-01,6382.989201809995,1844.0300141999994,2149.9663544200002,1982.18456672,406.8082664700001,5355.477889229999,998.9856581399999,1688.72517155,494.90676068,1163.45316316,546.16565798,452.15106073000004,11.09041699,2162.4388213,2183.63193223,1009.4071357,1027.5113125799962
2010-09-01,6374.983826709999,1256.4180033299995,2217.15406262,2355.19504275,546.21671801,5336.94397937,1144.41852927,1626.56936427,328.04276949,1138.09115056,652.2556131499999,437.04530332,10.521249309999998,2282.50967983,1954.61213376,1099.82216578,1038.0398473399991
2010-10-01,5898.59780158,903.9929669299997,2291.71446329,2164.86184876,538.0285225999999,4950.86517118,1008.05610068,1600.30992159,250.39929846,1077.1636809000001,588.8271976599999,415.19355,10.915421890000001,2085.21978158,1850.7092200499999,1014.9361695499998,947.7326303999998
2010-11-01,5915.330075390001,777.8013458800004,2106.69346054,2257.4026908,773.43257817,5575.504155120001,1172.85598551,1759.63148929,309.72754161,1203.0583415199999,689.49571853,430.102382,10.632696660000008,2375.91432703,2069.3590309,1130.23079719,339.8259202700001
2010-12-01,5484.0329354700025,886.5262900399998,1816.10043851,2263.04172582,518.3644811,5388.75539526,1373.76094956,1575.1963974100001,362.51934064,1008.41187771,639.93713245,417.555959,11.373738489999997,2382.17282727,1937.7157380500003,1068.8668299400001,95.27754021000237
2011-01-01,5185.12354546,1039.3365167200004,1805.6573123399999,1866.16816755,473.96154885,4889.206850579999,947.3596163999999,1591.95248295,381.85364171,959.88139675,594.1245587799999,404.08841034,9.94674365,1907.24101315,1973.80612466,1008.1597127699999,295.91669488000116
2011-02-01,5398.023315269998,1080.5782031100011,1851.2700142200001,1862.2314331500002,603.9436647900001,4764.29308642,1048.81878418,1516.38155498,377.77733367,877.1100205,530.46370637,403.97288587,9.768800850000002,1925.92880468,1894.1588886499999,944.20539309,633.7302288499986
2011-03-01,6098.10815367,1487.9160594399998,1997.38948475,1954.7004050399999,658.10220444,5641.593166619999,1113.9420515699999,1730.75745154,609.39549588,1091.9321649600001,626.11694133,452.48576707999996,16.96329425999999,2205.87421653,2340.1529474199997,1095.56600267,456.51498705000176
2011-04-01,7042.8725553700015,1739.8402952700003,2379.4740024400003,2395.44179366,528.116464,5532.902201240001,1029.68656428,1635.59366692,597.72317914,1199.48406771,616.02722196,436.69357100999997,17.693930220000002,2229.1706319900004,2233.31684606,1070.4147231900001,1509.9703541300005
