fecha,venc_total,venc_total_local,venc_total_ext,venc_anticipos_bcra,venc_anticipos_bcra_local,venc_anticipos_bcra_ext,venc_avales,venc_avales_local,venc_avales_ext,venc_banca_comercial,venc_banca_comercial_local,venc_banca_comercial_ext,venc_bcie,venc_bcie_local,venc_bcie_ext,venc_bei,venc_bei_local,venc_bei_ext,venc_bid,venc_bid_local,venc_bid_ext,venc_bilaterales,venc_bilaterales_local,venc_bilaterales_ext,venc_birf,venc_birf_local,venc_birf_ext,venc_bocon_9_serie_2010_pr16,venc_bocon_9_serie_2010_pr16_local,venc_bocon_9_serie_2010_pr16_ext,venc_bonos,venc_bonos_local,venc_bonos_ext,venc_caf,venc_caf_local,venc_caf_ext,venc_club_de_paris,venc_club_de_paris_local,venc_club_de_paris_ext,venc_decreto_1579,venc_decreto_1579_local,venc_decreto_1579_ext,venc_decreto_977,venc_decreto_977_local,venc_decreto_977_ext,venc_fida,venc_fida_local,venc_fida_ext,venc_fmi,venc_fmi_local,venc_fmi_ext,venc_fonplata,venc_fonplata_local,venc_fonplata_ext,venc_letras_del_tesoro,venc_letras_del_tesoro_local,venc_letras_del_tesoro_ext,venc_letras_en_garantia,venc_letras_en_garantia_local,venc_letras_en_garantia_ext,venc_ofid,venc_ofid_local,venc_ofid_ext,venc_organism_oficiales_bilateral_interna,venc_organism_oficiales_bilateral_interna_local,venc_organism_oficiales_bilateral_interna_ext,venc_otros,venc_otros_local,venc_otros_ext,venc_otros_acreedores_proveedores_externa,venc_otros_acreedores_proveedores_externa_local,venc_otros_acreedores_proveedores_externa_ext,venc_otros_acreedores_proveedores_interna,venc_otros_acreedores_proveedores_interna_local,venc_otros_acreedores_proveedores_interna_ext,venc_pagares,venc_pagares_local,venc_pagares_ext,venc_prestamos_garantizados,venc_prestamos_garantizados_local,venc_prestamos_garantizados_ext,venc_titulos_publicos_bocon_9_serie_2010_pr16,venc_titulos_publicos_bocon_9_serie_2010_pr16_local,venc_titulos_publicos_bocon_9_serie_2010_pr16_ext
2020-12-01,115106.815,55617.591,59489.224,14979.5,14979.5,,1948.46,578.471,1369.989,1709.605,1604.373,105.232,0.309,,0.309,22.626,,22.626,2256.816,,2256.816,930.145,,930.145,909.832,,909.832,,,,50786.317,27680.273,23106.044,1250.876,,1250.876,2476.048,,2476.048,,,,,,,13.687,,13.687,24534.229,,24534.229,75.174,,75.174,11555.574,9859.268,1696.306,719.99,,719.99,20.741,,20.741,,,,,,,,,,,,,855.76,854.579,1.181,61.127,61.127,,,,
2021-03-01,121915.052,59428.426,62486.626,15170.408,15170.408,,1888.555,532.465,1356.09,1573.87,1467.631,106.239,0.211,,0.211,22.148,,22.148,2223.883,,2223.883,910.802,,910.802,856.087,,856.087,,,,53129.104,31958.178,21170.926,1243.745,,1243.745,2381.958,,2381.958,,,,,,,13.35,,13.35,29654.092,,29654.092,77.904,,77.904,11951.528,10226.158,1725.371,719.99,,719.99,22.65,,22.65,,,,,,,,,,,,,12.228,11.047,1.181,62.54,62.54,,,,
2021-06-01,131144.842,62762.044,68382.798,15151.99,15151.99,,1836.706,514.795,1321.91,1545.515,1410.265,135.25,0.9,,0.9,22.38,,22.38,2219.731,,2219.731,880.783,,880.783,832.607,,832.607,,,,52407.734,30968.937,21438.797,1218.707,,1218.707,2323.122,,2323.122,,,,,,,17.286,,17.286,35363.508,,35363.508,80.407,,80.407,16419.262,14636.297,1782.965,719.99,,719.99,24.455,,24.455,,,,,,,,,,,,,11.974,11.974,,67.786,67.786,,,,
2021-09-01,136697.946,63300.884,73397.063,10361.567,10361.567,,1724.959,424.013,1300.946,1508.065,1367.296,140.768,0.9,,0.9,22.312,,22.312,2222.355,,2222.355,865.679,,865.679,790.222,,790.222,,,,56632.955,31081.714,25551.242,1197.431,,1197.431,2071.109,,2071.109,,,,,,,16.694,,16.694,36549.964,,36549.964,85.718,,85.718,21817.648,19981.713,1835.935,719.99,,719.99,25.798,,25.798,,,,,,,,,,,,,12.697,12.697,,71.883,71.883,,,,
2021-12-01,154646.713,79682.626,74964.087,21148.899,21148.899,,452.447,69.433,383.014,2239.309,2092.457,146.851,6.457,,6.457,24.003,,24.003,2285.051,,2285.051,928.873,,928.873,827.036,,827.036,,,,60166.942,33608.127,26558.815,1210.822,,1210.822,2040.633,,2040.633,,,,,,,15.801,,15.801,37826.16,,37826.16,94.848,,94.848,23734.136,21847.182,1886.954,697.453,,697.453,31.318,,31.318,,,,,,,,,,,,,840.653,840.653,,75.874,75.874,,,,
2022-06-01,162947.189,90993.446,71953.742,20828.977,20828.977,,453.219,135.87,317.349,1856.168,1717.047,139.121,9.913,,9.913,24.961,,24.961,2476.665,,2476.665,975.964,,975.964,1032.45,,1032.45,,,,68655.956,39523.143,29132.813,1312.922,,1312.922,,,,,,,,,,12.702,,12.702,33833.092,,33833.092,131.458,,131.458,30513.439,28691.255,1822.184,697.453,,697.453,34.697,,34.697,,,,,,,,,,,,,14.572,14.572,,82.582,82.582,,,,
2022-09-01,175661.479,87787.308,87874.171,18960.054,18960.054,,449.03,115.207,333.823,1591.261,1459.458,131.804,17.257,,17.257,41.17,,41.17,2727.512,,2727.512,1002.296,,1002.296,1261.008,,1261.008,,,,84699.229,37072.257,47626.972,1430.666,,1430.666,1671.261,,1671.261,,,,,,,12.16,,12.16,28954.591,,28954.591,151.59,,151.59,31860.87,30081.297,1779.573,697.453,,697.453,35.035,,35.035,,,,,,,,,,,,,14.855,14.855,,84.182,84.182,,,,
2022-12-01,178574.111,87497.904,91076.207,15768.798,15768.798,,428.573,95.906,332.667,2500.464,2342.934,157.53,24.652,,24.652,41.053,,41.053,3369.166,,3369.166,1211.05,,1211.05,1592.911,,1592.911,,,,90545.043,37256.619,53288.424,1520.572,,1520.572,812.932,,812.932,,,,,,,12.409,,12.409,26213.968,,26213.968,173.946,,173.946,32612.792,30918.845,1693.947,591.822,,591.822,39.159,,39.159,,,,,,,,,,,,,1031.0,1031.0,,83.801,83.801,,,,
2023-03-01,172472.135,78098.594,94373.541,13986.909,13986.909,,378.871,81.459,297.412,2146.535,1985.757,160.778,82.837,,82.837,47.301,,47.301,3430.28,,3430.28,1332.695,,1332.695,1616.242,,1616.242,,,,108432.728,48025.517,60407.212,1566.554,,1566.554,867.311,,867.311,,,,,,,13.688,,13.688,21752.236,,21752.236,180.774,,180.774,15905.84,13920.488,1985.352,591.822,,591.822,41.048,,41.048,,,,,,,,,,,,,14.769,14.769,,83.696,83.696,,,,
2023-06-01,191527.107,84448.107,107079.0,16172.593,16172.593,,366.125,66.415,299.71,1785.205,1616.831,168.374,87.091,,87.091,47.703,,47.703,3564.454,,3564.454,1289.813,,1289.813,1725.033,,1725.033,,,,135448.318,57191.617,78256.701,1612.318,,1612.318,857.1,,857.1,,,,,,,13.729,,13.729,16266.774,,16266.774,188.288,,188.288,11369.687,9300.42,2069.268,591.822,,591.822,40.823,,40.823,,,,,,,,,,,,,15.034,15.034,,85.198,85.198,,,,
2023-09-01,189523.345,79148.703,110374.642,11688.581,11688.581,,489.208,48.751,440.458,1349.205,1185.686,163.519,90.652,,90.652,49.29,,49.29,3806.945,,3806.945,1271.603,,1271.603,1805.862,,1805.862,,,,139723.91,56061.979,83661.932,1661.602,,1661.602,1061.882,,1061.882,,,,,,,15.097,,15.097,13563.823,,13563.823,186.23,,186.23,12032.681,10072.539,1960.142,591.822,,591.822,43.785,,43.785,,,,,,,,,,,,,13.674,13.674,,77.493,77.493,,,,
2023-12-01,158705.147,49400.567,109304.58,5060.425,5060.425,,469.085,6.815,462.27,1017.643,847.3,170.342,92.206,,92.206,49.955,,49.955,3890.438,,3890.438,1338.442,,1338.442,1880.529,,1880.529,,,,123788.774,38164.41,85624.364,2709.931,,2709.931,902.817,,902.817,,,,,,,14.654,,14.654,10144.747,,10144.747,186.077,,186.077,6486.231,5267.267,1218.965,574.944,,574.944,43.9,,43.9,,,,,,,,,,,,,8.152,8.152,,46.198,46.198,,,,
2024-03-01,132086.675,59891.183,72195.492,4771.426,4771.426,,456.423,0.014,456.409,964.673,798.911,165.762,104.641,,104.641,50.136,,50.136,4008.972,,4008.972,1315.455,,1315.455,1931.196,,1931.196,,,,102760.014,51799.481,50960.533,1624.876,,1624.876,826.351,,826.351,,,,,,,14.373,,14.373,8720.124,,8720.124,195.563,,195.563,3636.31,2433.776,1202.535,574.944,,574.944,43.621,,43.621,,,,,,,,,,,,,13.147,13.147,,74.428,74.428,,,,
2024-06-01,166100.777,98298.209,67802.569,4487.086,4487.086,,434.877,0.013,434.864,911.856,751.302,160.553,107.801,,107.801,52.124,,52.124,4021.307,,4021.307,1301.426,,1301.426,1953.64,,1953.64,,,,121555.319,72995.872,48559.447,1647.86,,1647.86,814.397,,814.397,,,,,,,14.185,,14.185,6726.601,,6726.601,194.699,,194.699,21151.617,19956.132,1195.486,574.944,,574.944,43.234,,43.234,,,,,,,,,,,,,16.184,16.184,,91.62,91.62,,,,
2024-09-01,171012.644,110576.221,60436.423,4213.647,4213.647,,392.992,0.012,392.98,870.75,705.519,165.231,107.025,,107.025,54.746,,54.746,4246.817,,4246.817,1279.989,,1279.989,1981.338,,1981.338,,,,114184.831,73094.703,41090.128,1603.134,,1603.134,798.643,,798.643,,,,,,,14.594,,14.594,6672.556,,6672.556,214.054,,214.054,33644.848,32447.587,1197.261,574.944,,574.944,42.985,,42.985,,,,,,,,,,,,,17.227,17.227,,97.526,97.526,,,,
2024-12-01,200016.714,140546.692,59470.022,3962.325,3962.325,,398.309,0.011,398.298,812.47,663.438,149.031,131.72,,131.72,58.323,,58.323,4346.865,,4346.865,1248.338,,1248.338,2135.428,,2135.428,,,,147228.082,106336.26,40891.822,1622.169,,1622.169,754.844,,754.844,,,,,,,12.626,,12.626,5686.654,,5686.654,218.05,,218.05,29694.519,28497.608,1196.911,576.219,,576.219,42.725,,42.725,,,,,,,,,,,,,986.316,986.316,,100.733,100.733,,,,
2025-03-01,207726.473,155953.202,51773.27,3809.662,3809.662,,416.638,0.011,416.627,789.662,637.877,151.785,123.148,,123.148,57.197,,57.197,4275.09,,4275.09,1228.133,,1228.133,2027.82,,2027.82,,,,151587.225,119134.972,32452.253,1521.765,,1521.765,695.827,,695.827,,,,,,,13.023,,13.023,6488.388,,6488.388,207.226,,207.226,33744.452,32248.199,1496.253,576.219,,576.219,42.516,,42.516,,,,,,,,,,,,,18.387,18.387,,104.095,104.095,,,,
2025-06-01,195326.897,154768.75,40558.146,3426.143,3426.143,,434.736,0.01,434.726,730.296,573.662,156.635,136.432,,136.432,58.908,,58.908,4319.425,,4319.425,1187.271,,1187.271,2202.965,,2202.965,,,,138329.843,120390.421,17939.421,1509.161,,1509.161,736.363,,736.363,,,,,,,13.326,,13.326,9329.125,,9329.125,203.109,,203.109,31971.761,30258.846,1712.915,576.219,,576.219,42.146,,42.146,,,,,,,,,,,,,17.965,17.965,,101.704,101.704,,,,
2025-09-01,194068.53,145317.961,48750.569,2993.671,2993.671,,449.098,0.009,449.089,653.532,501.25,152.282,135.05,,135.05,58.067,,58.067,4467.732,,4467.732,1169.869,,1169.869,2243.103,,2243.103,,,,131137.071,111522.46,19614.611,1446.49,,1446.49,645.161,,645.161,,,,,,,13.281,,13.281,10731.841,,10731.841,199.548,,199.548,36809.35,30002.908,6806.442,576.219,,576.219,41.785,,41.785,,,,,,,,,,,,,16.528,16.528,,281.136,281.136,,,,
2025-12-01,208734.929,155230.857,53504.071,2803.243,2803.243,,1236.577,0.008,1236.569,615.819,469.366,146.453,148.395,,148.395,58.591,,58.591,4437.868,,4437.868,1235.152,,1235.152,2328.555,,2328.555,,,,125730.772,105013.207,20717.565,1474.355,,1474.355,639.396,,639.396,,,,,,,13.046,,13.046,11622.991,,11622.991,200.013,,200.013,55278.275,46649.728,8628.547,576.219,,576.219,40.356,,40.356,,,,,,,,,,,,,16.527,16.527,,278.778,278.778,,,,
